title,CSns,CSs,r_p,pi,price,condition,localint
1,0.23137215217225726,10.618335386616634,0.000947356021013961,9.514123198604048,9.6300001,4.0,1.0
1,6.268604257778651,5.111454150910694e-39,0.22619789731955559,5.496947542464116,11.99,4.0,1.0
1,6.927593710768674,3.181299139243772e-69,0.25064114510166896,6.074816284078844,13.73,5.0,1.0
2,14.603593212376984,1.960477462745293e-64,0.2118398214793731,12.80591061723327,29.0,5.0,0.0
2,11.081515458441748,2.217029564649445e-37,0.2367286267079445,9.717395876517683,20.4,5.0,0.0
2,10.195827268319912,1.2431624884620939e-30,0.25096721886597695,8.940734706044475,18.25,3.0,0.0
2,7.417055171896271,3.8328120105776725e-10,0.3216638091328211,6.504025700934987,11.7,2.0,0.0
2,14.199673276136167,2.7633868157627652e-61,0.2124217812920799,12.451712679452136,28.0,4.0,0.0
2,13.384493115676806,5.463629739148728e-55,0.21531066321269443,11.736880095445551,26.0,4.0,0.0
2,14.704075171159523,3.198846147671925e-65,0.21178260503051105,12.894023382639741,29.25,4.0,0.0
2,10.195827268319912,1.2431624884620939e-30,0.25096721886597695,8.940734706044475,18.25,3.0,0.0
2,14.199673276136167,2.7633868157627652e-61,0.2124217812920799,12.451712679452136,28.0,5.0,0.0
2,0.9482867060705515,6.735969830366549,0.0055113480093739245,6.738334938150958,8.3000002,2.0,0.0
2,16.367757999884272,1.3023149124257994e-78,0.21616700657044735,14.35290910276637,33.5,4.0,0.0
2,13.793090863373155,3.889015379901461e-58,0.21357494338199723,12.095180012411713,27.0,4.0,0.0
2,11.740280737576441,2.0828308137875983e-42,0.22844367335656338,10.295068039775819,22.0,4.0,0.0
2,17.812231591300186,3.203714903273517e-91,0.2297870642263207,15.619569946547518,37.5,1.0,0.0
2,12.974457877318208,7.660958245068298e-52,0.21764412958798565,11.377319640975633,25.0,5.0,0.0
3,12.727495160020148,2.2315859443977313e-6,0.2198847029738547,11.160759657413674,24.4,4.0,1.0
3,2.029901932746543,21.207004376553087,0.0005054748653227938,20.376474535439367,21.900002,5.0,1.0
3,15.772515645747227,3.766102872167784e-30,0.21339406161556912,13.83094027825747,31.950001,5.0,1.0
4,12.727495160020148,2.2315859443977313e-6,0.2198847029738547,11.160759657413674,24.4,4.0,1.0
4,2.029901932746543,21.207004376553087,0.0005054748653227938,20.376474535439367,21.900002,5.0,1.0
4,15.772515645747227,3.766102872167784e-30,0.21339406161556912,13.83094027825747,31.950001,5.0,1.0
5,1.3259554082478964,0.014368649289649371,0.005696434363235915,1.175331976818292,2.95,4.0,0.0
5,3.025243223263385,2.5383573117240553e-281,0.13312523237866494,2.652839869551243,5.7399998,1.0,0.0
5,1.9294491849191922,1.4683558811894773e-57,0.09632392646205254,1.6919365969210702,3.5,5.0,0.0
5,2.625399138601243,2.1175379214359947e-196,0.11415710063011085,2.3022160515258836,4.8900003,3.0,0.0
5,1.6769520864885514,1.2305305772959592e-6,0.10578000747606772,1.4705226292402591,2.99,5.0,0.0
5,1.2893735241108784,0.0,0.9999991197529104,1.130653385222816,26.99,5.0,0.0
5,2.644732726563946,2.13686643936092e-200,0.11489475720802306,2.3191697009298506,4.9300003,4.0,0.0
5,1.0221919317417418,0.0,0.9999990954402861,0.8963614859148162,35.900002,6.0,0.0
5,2.532963010198182,2.0265062400048863e-177,0.11084185633983824,2.2211586856490078,4.6999998,4.0,0.0
5,3.8536888375159397,0.0,0.22140715636684064,3.379304947910567,7.8499999,3.0,0.0
5,3.7299766129366536,0.0,0.19990345241120433,3.270821531043084,7.4699998,4.0,0.0
5,3.5584420965509547,0.0,0.17713327520180086,3.120402681883148,7.0,4.0,0.0
5,3.7775278470797686,0.0,0.6264794452229453,3.3125192725043955,11.75,5.0,0.0
5,2.9611384572559194,2.4674510711398797e-267,0.1294924713881653,2.5966263136344354,5.5999999,1.0,0.0
6,0.018098970252342854,3.9629093948080967,0.0013196231717545262,3.4909516136216725,3.5,3.0,1.0
6,3.298889400073748,2.4538289238198314e-107,0.14950908333035598,2.8928005716893397,6.0,5.0,1.0
6,2.80781265884185,1.5831571050210206e-63,0.14248735630818976,2.4621747138636074,5.0,4.0,1.0
6,5.381011503279082,0.0,0.2844590069453971,4.718616256915025,11.3,4.0,1.0
6,2.9305657744304177,0.0,0.9688742113436188,2.569817086761382,22.700001,5.0,1.0
6,3.995342843528729,4.495437024903965e-173,0.1689624199609748,3.5035215371562445,7.5,4.0,1.0
6,2.2970686287474633,9.785037759415276e-20,0.13991708586395407,2.01430258386406,4.0,4.0,1.0
6,5.303106788375973,0.0,0.27082405685806654,4.6503015071680425,11.0,3.0,1.0
6,3.6537384022270114,3.3421614862613783e-140,0.15781155001711944,3.203968141074782,6.75,4.0,1.0
6,4.214439132151824,5.447643939221222e-195,0.17814023338335175,3.6956473686466036,8.0,4.0,1.0
7,21.78765373899267,1.5055547043491278e-5,0.2293148313924556,19.105636200841854,47.079998,6.0,0.0
7,2.7991577364163165,45.481727346369645,7.900677397883238e-5,42.337573356059835,44.119999,4.0,0.0
8,12.727495160020148,2.2315859443977313e-6,0.2198847029738547,11.160759657413674,24.4,4.0,1.0
8,2.029901932746543,21.207004376553087,0.0005054748653227938,20.376474535439367,21.900002,5.0,1.0
8,15.772515645747227,3.766102872167784e-30,0.21339406161556912,13.83094027825747,31.950001,5.0,1.0
9,1.3259554082478964,0.014368649289649371,0.005696434363235915,1.175331976818292,2.95,4.0,0.0
9,3.025243223263385,2.5383573117240553e-281,0.13312523237866494,2.652839869551243,5.7399998,1.0,0.0
