title,CSns,CSs,r_p,pi,price,condition,localint
1,1.0895577689756895,0.0,0.09109431954060294,1.0092210755035882,2.0,2.0,0.0
2,2.117862738959694,0.0,0.15960362347129572,1.9617057232231696,3.75,3.0,1.0
3,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
4,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
5,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
6,4.755974148066099,0.0,0.25871477406860444,4.405300463591688,10.0,5.0,1.0
7,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
8,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
9,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,5.0,0.0
10,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
11,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
12,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
13,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
14,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
15,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
16,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
17,4.250149132131282,0.0,0.2065941312252764,3.936771596987144,8.5,2.0,1.0
18,3.8510597051994506,0.0,0.18350527854976145,3.5671083518258495,7.5,4.0,1.0
19,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
20,2.11298211560337,0.0,0.9979171553570038,1.9571849643492019,25.0,5.0,1.0
21,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
22,0.560187167386518,0.0,0.10627703615802639,0.5188827170537522,1.0,5.0,0.0
23,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
24,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
25,4.768773220764424,0.0,0.6251495657869982,4.4171558183804445,15.0,5.0,1.0
26,3.8510597051994506,0.0,0.18350527854976145,3.5671083518258495,7.5,4.0,1.0
27,0.560187167386518,0.0,0.10627703615802639,0.5188827170537522,1.0,5.0,0.0
28,2.918355405022092,0.0,0.19011734588441934,2.703175420727803,6.0,4.0,0.0
29,1.0895577689756895,0.0,0.09109431954060294,1.0092210755035882,2.0,2.0,0.0
30,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
31,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
32,0.560187167386518,0.0,0.10627703615802639,0.5188827170537522,1.0,5.0,0.0
33,4.250149132131282,0.0,0.2065941312252764,3.936771596987144,8.5,2.0,1.0
34,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
35,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,5.0,0.0
36,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
37,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
38,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
39,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,5.0,0.0
40,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
41,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
42,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
43,3.8510597051994506,0.0,0.18350527854976145,3.5671083518258495,7.5,2.0,1.0
44,1.0895577689756895,0.0,0.09109431954060294,1.0092210755035882,2.0,2.0,0.0
45,2.117862738959694,0.0,0.15960362347129572,1.9617057232231696,3.75,3.0,1.0
46,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
47,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
48,2.117862738959694,0.0,0.15960362347129572,1.9617057232231696,3.75,3.0,1.0
49,4.755974148066099,0.0,0.25871477406860444,4.405300463591688,10.0,5.0,1.0
50,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
51,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
52,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
53,3.8510597051994506,0.0,0.18350527854976145,3.5671083518258495,7.5,4.0,1.0
54,2.117862738959694,0.0,0.15960362347129572,1.9617057232231696,3.75,3.0,1.0
55,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,5.0,0.0
56,1.0895577689756895,0.0,0.09109431954060294,1.0092210755035882,2.0,2.0,0.0
57,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
58,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
59,0.560187167386518,0.0,0.10627703615802639,0.5188827170537522,1.0,2.0,0.0
60,1.0895577689756895,0.0,0.09109431954060294,1.0092210755035882,2.0,2.0,0.0
61,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
62,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
63,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
64,3.8510597051994506,0.0,0.18350527854976145,3.5671083518258495,7.5,2.0,1.0
65,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
66,0.560187167386518,0.0,0.10627703615802639,0.5188827170537522,1.0,5.0,0.0
67,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,5.0,0.0
68,1.0895577689756895,0.0,0.09109431954060294,1.0092210755035882,2.0,2.0,0.0
69,0.560187167386518,0.0,0.10627703615802639,0.5188827170537522,1.0,2.0,0.0
70,4.755974148066099,0.0,0.25871477406860444,4.405300463591688,10.0,5.0,1.0
71,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
72,4.250149132131282,0.0,0.2065941312252764,3.936771596987144,8.5,2.0,1.0
73,2.918355405022092,0.0,0.19011734588441934,2.703175420727803,6.0,4.0,0.0
74,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
75,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
76,2.117862738959694,0.0,0.15960362347129572,1.9617057232231696,3.75,3.0,1.0
77,0.560187167386518,0.0,0.10627703615802639,0.5188827170537522,1.0,5.0,0.0
78,3.8510597051994506,0.0,0.18350527854976145,3.5671083518258495,7.5,4.0,1.0
79,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
80,2.918355405022092,0.0,0.19011734588441934,2.703175420727803,6.0,4.0,0.0
81,4.250149132131282,0.0,0.2065941312252764,3.936771596987144,8.5,2.0,1.0
82,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
83,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
84,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
85,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
86,4.250149132131282,0.0,0.2065941312252764,3.936771596987144,8.5,2.0,1.0
87,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
88,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
89,2.117862738959694,0.0,0.15960362347129572,1.9617057232231696,3.75,3.0,1.0
90,4.755974148066099,0.0,0.25871477406860444,4.405300463591688,10.0,5.0,1.0
91,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
92,0.560187167386518,0.0,0.10627703615802639,0.5188827170537522,1.0,5.0,0.0
93,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
94,3.954353475668495,0.0,0.18851573615153375,3.662785931385117,7.75,3.0,1.0
95,2.5327328833733116,0.0,0.13763055624205217,2.3459861214374493,5.0,4.0,0.0
96,1.7361187474541118,0.0,0.16704335613130614,1.6081089772365025,3.0,4.0,1.0
97,4.433333838907299,0.0,0.22142286317612228,4.10644949021359,9.0,4.0,1.0
