title,CSns,CSs,r_p,pi,price,condition,localint
1,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
2,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
3,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
4,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
5,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
6,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
7,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
8,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
9,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
10,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,5.0,0.0
11,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
12,1.1064784835793668,0.0,0.07907473377967188,0.983753528862998,2.0,2.0,0.0
13,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
14,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
15,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
16,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
17,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
18,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
19,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
20,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
21,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
22,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
23,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
24,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
25,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
26,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
27,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
28,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
29,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
30,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
31,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
32,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
33,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
34,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
35,3.8883814951365765,0.0,0.18842606009801846,3.4571020351267485,7.5,4.0,1.0
36,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
37,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
38,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
39,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
40,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
41,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
42,3.0208838683054684,0.0,0.1736624481724952,2.6858228242426043,6.0,4.0,0.0
43,3.8883814951365765,0.0,0.18842606009801846,3.4571020351267485,7.5,4.0,1.0
44,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
45,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
46,3.8883814951365765,0.0,0.18842606009801846,3.4571020351267485,7.5,4.0,1.0
47,4.734667183425783,0.0,0.2887574760166262,4.209522027594719,10.0,5.0,1.0
48,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
49,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
50,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
51,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,5.0,0.0
52,4.734667183425783,0.0,0.2887574760166262,4.209522027594719,10.0,5.0,1.0
53,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
54,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
55,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
56,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
57,4.734667183425783,0.0,0.2887574760166262,4.209522027594719,10.0,5.0,1.0
58,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
59,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
60,3.8883814951365765,0.0,0.18842606009801846,3.4571020351267485,7.5,4.0,1.0
61,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
62,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
63,3.8883814951365765,0.0,0.18842606009801846,3.4571020351267485,7.5,4.0,1.0
64,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
65,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
66,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
67,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
68,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
69,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,5.0,0.0
70,1.1064784835793668,0.0,0.07907473377967188,0.983753528862998,2.0,2.0,0.0
71,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
72,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,5.0,0.0
73,1.1064784835793668,0.0,0.07907473377967188,0.983753528862998,2.0,2.0,0.0
74,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
75,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,5.0,0.0
76,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
77,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
78,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
79,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
80,4.448394862108248,0.0,0.24007723247837134,3.9550015732964074,9.0,4.0,1.0
81,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
82,4.734667183425783,0.0,0.2887574760166262,4.209522027594719,10.0,5.0,1.0
83,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
84,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
85,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
86,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,5.0,0.0
87,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
88,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
89,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
90,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
91,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
92,3.9900889387156324,0.0,0.19549122065883512,3.5475286073713903,7.75,3.0,1.0
93,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,5.0,0.0
94,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,5.0,0.0
95,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
96,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
97,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
98,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
99,3.0208838683054684,0.0,0.1736624481724952,2.6858228242426043,6.0,4.0,0.0
100,4.734667183425783,0.0,0.2887574760166262,4.209522027594719,10.0,5.0,1.0
101,4.276320145391228,0.0,0.2202649384509253,3.8020125072543234,8.5,2.0,1.0
102,2.0129784380573,0.0,0.9990047559230565,1.7897091279696373,25.0,5.0,1.0
103,2.6049683058361452,0.0,0.12846240967332617,2.3160384964311485,5.0,4.0,0.0
104,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
105,1.7299210916419752,0.0,0.135458288541426,1.538047059941092,3.0,4.0,1.0
