0.46365,38.661,24.088,15.389,-0.15254,0.05,-0.91071,1.0979,0.88208,1,15.342,2.238,8.3578,0.71346,0.58153,0.0047296,1.8728,0.81328,-1.2616,0,0,0.26398,1.7099,14.895,0.07489
0.52565,31.975,23.202,14.883,-0.13088,0.05,-0.83309,1.1135,1.0292,1,24.177,5.9981,9.9833,0.99662,0.85297,0.006771,2.0844,0.76966,-1.4281,0,0,0.2716,1.7127,16.169,0.07982
0.47273,33.016,31.504,13.899,-0.18104,0.05,-0.81369,1.0681,0.91169,1,15.437,2.2933,8.0971,0.66796,0.6239,0.0049732,2.0355,0.80056,-1.6814,0,0,0.27153,1.6697,14.43,0.08816
0.47055,35.855,27.25,14.487,-0.16303,0.05,-0.88248,1.1382,0.87006,1,14.705,2.0567,8.024,0.66253,0.67614,0.0064878,1.9599,0.82737,-1.4249,0,0,0.28264,1.6966,14.084,0.08967
0.4711,37.73,18.621,15.019,-0.15726,0.05,-0.92704,1.1318,0.86013,1,14.262,1.9356,8.0308,0.66503,0.65214,0.0062305,1.9513,0.73961,-1.3798,0,0,0.26715,1.71,15.114,0.05548
0.40024,44.557,24.908,14.611,-0.16146,0.05,-0.93353,1.0515,0.88886,1,15.633,2.3254,8.3243,0.70722,0.68831,0.0063788,1.9058,0.71206,-1.3905,0,0,0.26526,1.7635,15.831,0.07798
0.47014,24.635,26.896,13.858,-0.16799,0.05,-0.86522,1.0217,0.9269,1,15.659,2.3731,8.0269,0.65474,0.69835,0.0059244,1.9919,0.80048,-1.4956,0,0,0.28002,1.7311,15.774,0.07852
0.39036,31.346,17.021,14.069,-0.16084,0.05,-0.92451,1.1003,0.91939,1,16.469,2.6054,8.8461,0.79031,0.70823,0.0062092,1.9288,0.47045,-1.6604,0,0,0.29441,1.7742,16.449,0.05892
0.52936,21.089,15.263,11.641,-0.20122,0.05,-0.92798,1.1111,0.92638,1,15.694,2.3826,9.1256,0.83839,0.82944,0.0082636,1.8905,0.81486,-1.4206,0,0,0.2844,1.8393,15.807,0.09072
0.56448,30.259,19.963,15.723,-0.13426,0.05,-0.90987,1.0529,0.98975,1,20.252,4.072,8.9048,0.7939,0.77713,0.0061995,2.2057,0.73458,-1.4038,0,0,0.28878,1.7358,14.967,0.07325
0.47246,41.47,18.913,13.963,-0.15677,0.05,-0.87182,1.1936,0.9241,1,19.049,3.4553,8.4697,0.72646,0.83577,0.0084331,1.7694,0.67578,-1.6642,0,0,0.28623,1.6637,14.748,0.06251
0.46829,35.946,19.724,16.142,-0.14303,0.05,-0.90115,1.0315,0.93106,1,15.859,2.4362,9.4605,0.89843,0.93436,0.01028,1.9453,0.75168,-1.3844,0,0,0.23174,1.8191,15.555,0.06344
0.46249,34.43,20.81,14.126,-0.16637,0.05,-0.90471,1.0981,0.88551,1,15.529,2.293,8.2698,0.69894,0.69144,0.0064915,1.7629,0.81175,-1.3537,0,0,0.26255,1.7557,15.662,0.07631
0.46422,34.684,23.367,14.882,-0.14844,0.05,-0.78962,1.1934,0.7033,1,8.7059,0.78974,5.1266,0.32044,0.36761,0.003601,1.8255,0.69878,-1.8328,0,0,0.31904,1.789,14.511,0.07157
0.47905,41.815,19.212,14.768,-0.1504,0.05,-0.87851,1.0973,1.0228,1,20.663,4.3407,10.298,1.0613,0.77101,0.0056072,2.225,0.76692,-1.3145,0,0,0.26446,1.7349,15.586,0.07585
0.39006,41.967,21.773,14.304,-0.16877,0.05,-0.88215,1.1666,0.77481,1,11.25,1.2325,6.0449,0.40926,0.57843,0.0063567,1.7306,0.77241,-1.6228,0,0,0.30151,1.7175,15.871,0.06732
0.46546,34.561,32.442,15.483,-0.14767,0.05,-0.90485,1.1417,0.9068,1,15.323,2.2565,7.0964,0.51995,0.70414,0.0063492,2.0517,0.79881,-1.6391,0,0,0.24766,1.6008,14.58,0.06303
0.39023,43.927,25.421,14.519,-0.16477,0.05,-0.82814,1.1962,0.8932,1,16.083,2.4586,8.5648,0.7458,0.64278,0.0055389,1.7775,0.76586,-1.3934,0,0,0.2802,1.6979,15.63,0.07201
0.42332,36.968,23.152,14.428,-0.15612,0.05,-0.85022,1.0816,0.91962,1,16.054,2.481,9.0166,0.81978,0.58998,0.0043699,2.3186,0.74473,-1.4423,0,0,0.28311,1.7296,15.113,0.07673
0.46846,30.094,26.557,12.395,-0.18723,0.05,-0.93221,1.1113,0.90638,1,15.844,2.4045,8.2226,0.68861,0.7432,0.0070453,1.7817,0.80968,-1.4284,0,0,0.26744,1.802,16.332,0.05316
0.42083,61.79,36.609,14.756,-0.15555,0.05,-0.86884,1.0914,0.9729,1,18.621,3.4096,9.6677,0.9355,0.82003,0.0071961,1.7943,0.77304,-1.3316,0,0,0.26373,1.7138,15.301,0.07007
0.54736,37.153,21.166,15.1,-0.14996,0.05,-0.88814,1.1053,0.90728,1,15.549,2.3206,8.6816,0.76364,0.79341,0.0079622,1.948,0.81572,-1.4084,0,0,0.25779,1.7403,15.073,0.06855
0.43702,38.218,21.484,14.826,-0.15851,0.05,-0.89616,1.0967,0.94445,1,14.378,2.026,9.9434,0.98902,0.69916,0.0056668,1.9979,0.78352,-1.4778,0,0,0.26828,1.7385,14.432,0.06779
0.39027,49.399,29.909,15.518,-0.14668,0.05,-0.9655,1.1334,0.87897,1,13.988,1.8786,7.8033,0.62748,0.62825,0.0055173,1.9685,0.71558,-1.6119,0,0,0.26833,1.6383,14.405,0.0737
0.40401,49.504,30.981,11.704,-0.19842,0.05,-0.83339,1.1015,0.80299,1,12.168,1.4245,7.0328,0.53011,0.48345,0.0042452,1.8444,0.83943,-1.6436,0,0,0.29808,1.6416,14.535,0.08022
