14.771,0.043978,1.2825
-2.4895,0.014215,0.13621
1,0,0
0.44004,0.020892,0.038565
0.32415,0.015992,0.03077
0.87235,0.0078444,0.075865
0.5,0,0
0.25921,0.0072792,0.019672
-9.1217,0.036994,0.66669
80.267,1.3783,9.405
-13.647,0.27288,1.9306
1.7296,0.052493,0.089846
8.8188,0.28175,0.38654
0.92622,0.0012892,0.010014
0.32135,0.032599,0.050652
5.6459,0.97882,8.2532
14.855,2.4896,5.3777
1.1614,0.03922,0.056899
1.8521,0.27753,0.17332
1.8469,0.18779,0.1685
