0.35303,4.7531,12.184,15.389,-0.15254,0.05,-0.91071,1.1816,0.88208,1,15.342,2.238,8.3578,0.71346,0.58153,0.0047296,1.8728,0.81328,-1.2616,0,0,0.26398,1.7099,14.895,0.07489
0.37688,3.8974,10.149,14.883,-0.13088,0.05,-0.83309,1.1751,1.0292,1,24.177,5.9981,9.9833,0.99662,0.85297,0.006771,2.0844,0.76966,-1.4281,0,0,0.2716,1.7127,16.169,0.07982
0.33325,4.7837,18.156,13.899,-0.18104,0.05,-0.81369,1.1452,0.91169,1,15.437,2.2933,8.0971,0.66796,0.6239,0.0049732,2.0355,0.80056,-1.6814,0,0,0.27153,1.6697,14.43,0.08816
0.3011,7.9229,21.806,14.487,-0.16303,0.05,-0.88248,1.2162,0.87006,1,14.705,2.0567,8.024,0.66253,0.67614,0.0064878,1.9599,0.82737,-1.4249,0,0,0.28264,1.6966,14.084,0.08967
0.28916,4.435,12.939,15.019,-0.15726,0.05,-0.92704,1.1765,0.86013,1,14.262,1.9356,8.0308,0.66503,0.65214,0.0062305,1.9513,0.73961,-1.3798,0,0,0.26715,1.71,15.114,0.05548
0.31999,4.0309,13.816,14.611,-0.16146,0.05,-0.93353,1.1692,0.88886,1,15.633,2.3254,8.3243,0.70722,0.68831,0.0063788,1.9058,0.71206,-1.3905,0,0,0.26526,1.7635,15.831,0.07798
0.33614,3.2722,14.669,13.858,-0.16799,0.05,-0.86522,1.1017,0.9269,1,15.659,2.3731,8.0269,0.65474,0.69835,0.0059244,1.9919,0.80048,-1.4956,0,0,0.28002,1.7311,15.774,0.07852
0.29343,4.8163,11.502,14.069,-0.16084,0.05,-0.92451,1.1891,0.91939,1,16.469,2.6054,8.8461,0.79031,0.70823,0.0062092,1.9288,0.47045,-1.6604,0,0,0.29441,1.7742,16.449,0.05892
0.30188,5.9351,11.347,11.641,-0.20122,0.05,-0.92798,1.1686,0.92638,1,15.694,2.3826,9.1256,0.83839,0.82944,0.0082636,1.8905,0.81486,-1.4206,0,0,0.2844,1.8393,15.807,0.09072
0.34948,5.5607,12.621,15.723,-0.13426,0.05,-0.90987,1.1262,0.98975,1,20.252,4.072,8.9048,0.7939,0.77713,0.0061995,2.2057,0.73458,-1.4038,0,0,0.28878,1.7358,14.967,0.07325
