100,14.566,-2.6908,1,0.31698,0.29723,0.99322,0.5,0.28004,-9.0382,76.318,-15.719,1.7493,8.6742,0.90704,0.33056,38.371,31.116,1.1084,0.92835,1.7907,8.6379,7.221,0.030527,7.6976,6.2348,0.060856,3.4965,3.5203,0
101,14.131,-2.3571,1,0.40477,0.32089,0.94582,0.5,0.27627,-8.6671,78.585,-15.361,1.6936,8.9661,0.93019,0.50554,52.787,26.168,1.126,0.83769,1.7903,8.3575,7.3966,0.020281,7.3043,6.3399,0.050064,3.6095,3.8163,0
1,15.389,-2.5,1,0.44337,0.33376,0.88208,0.5,0.26398,-9.1071,81.328,-12.616,1.7099,8.7109,0.92511,0.46365,38.661,24.088,1.0979,0.58153,1.8728,7.9969,7.4983,0.017877,6.8468,6.4966,0.035533,3.4283,3.8866,0
102,14.653,-2.8172,1,0.36001,0.21818,0.82559,0.5,0.28308,-9.291,82.676,-16.422,1.6131,9.5996,0.92934,0.36838,37.77,32.109,1.1059,0.65304,1.8747,7.9646,8.2427,0.023383,7.1156,7.2528,0.044129,3.9657,4.8034,0
2,14.883,-2.0787,1,0.5017,0.2936,1.0292,0.5,0.2716,-8.3309,76.966,-14.281,1.7127,9.4406,0.92018,0.52565,31.975,23.202,1.1135,0.85297,2.0844,8.0762,6.8237,0.013085,7.0502,5.8158,0.030256,3.6324,3.5294,0
103,14.859,-2.472,1,0.42667,0.31938,0.92606,0.5,0.26175,-8.7419,79.058,-14.407,1.7713,8.7786,0.9275,0.54736,37.94,19.752,1.0572,0.69177,2.1338,8.1719,7.5256,0.018999,6.847,6.3057,0.031595,3.7971,4.1003,0
3,13.899,-2.6973,1,0.41733,0.30404,0.91169,0.5,0.27153,-8.1369,80.056,-16.814,1.6697,8.642,0.91184,0.47273,33.016,31.504,1.0681,0.6239,2.0355,7.9696,7.4228,0.02049,7.1781,6.5334,0.040792,3.5789,3.9256,0
104,14.26,-2.1656,1,0.41591,0.34179,1.0648,0.5,0.23852,-9.0382,68.985,-14.526,1.6688,9.7795,0.94218,0.47011,33.87,19.569,1.0189,1.0629,1.9262,8.9582,6.9907,0.022374,7.7257,6.0353,0.035319,3.6638,3.4409,0
4,14.487,-2.5249,1,0.43661,0.32854,0.87006,0.5,0.28264,-8.8248,82.737,-14.249,1.6966,8.3011,0.91033,0.47055,35.855,27.25,1.1382,0.67614,1.9599,7.9249,7.6339,0.021104,6.6045,6.4606,0.043889,3.6861,4.2366,0
105,11.536,-2.4216,1,0.44738,0.39936,1.1121,0.5,0.31508,-10.969,25.883,-11.99,1.9634,7.9689,0.9349,0.45694,33.063,16.796,1.0623,1.1872,2.2782,8.7847,6.5193,0.029617,7.6816,5.6388,0.072771,4.2654,3.8355,0
