86,12.813,-2.4341,1,0.44313,0.34454,0.93625,0.5,0.26541,-9.0892,76.606,-17.365,1.6257,8.3873,0.92559
90,14.91,-2.4872,1,0.3755,0.29577,0.87728,0.5,0.28743,-8.5792,87.136,-16.456,1.5806,8.7133,0.91329
45,14.135,-2.5287,1,0.31386,0.32235,0.98824,0.5,0.32486,-9.0678,64.155,-15.042,1.8524,8.2553,0.91598
91,13.394,-2.3709,1,0.41833,0.37029,1.1228,0.5,0.27978,-8.5133,56.165,-10.763,1.7702,9.6308,0.93599
87,6.8269,-2.6459,1,0.43622,0.32467,0.78878,0.5,0.28779,-10.158,93.729,-16.498,1.5801,9.1537,0.90807
46,14.17,-2.5221,1,0.44423,0.32368,0.91176,0.5,0.25825,-9.1911,79.742,-13.536,1.7525,8.7455,0.93493
92,14.121,-2.6859,1,0.43023,0.32965,0.99574,0.5,0.27291,-8.3448,58.322,-13.748,1.7481,9.0902,0.93161
2,14.883,-2.0787,1,0.5017,0.2936,1.0292,0.5,0.2716,-8.3309,76.966,-14.281,1.7127,9.4406,0.92018
61,13.522,-2.4614,1,0.44337,0.32227,0.99098,0.5,0.25933,-9.4809,85.892,-11.716,1.7725,8.9362,0.93817
61,13.522,-2.4614,1,0.44337,0.32227,0.99098,0.5,0.25933,-9.4809,85.892,-11.716,1.7725,8.9362,0.93817
62,13.835,-2.564,1,0.40565,0.33652,0.97283,0.5,0.27027,-8.9826,78.998,-12.878,1.7998,8.0913,0.94114
3,13.899,-2.6973,1,0.41733,0.30404,0.91169,0.5,0.27153,-8.1369,80.056,-16.814,1.6697,8.642,0.91184
63,14.338,-2.5562,1,0.39585,0.27889,0.84067,0.5,0.30783,-8.67,72.411,-16.359,1.6622,9.2073,0.90682
62,13.835,-2.564,1,0.40565,0.33652,0.97283,0.5,0.27027,-8.9826,78.998,-12.878,1.7998,8.0913,0.94114
64,15.77,-2.2955,1,0.44136,0.29945,1.006,0.5,0.27192,-9.3287,77.565,-12.42,1.8663,8.7221,0.92634
63,14.338,-2.5562,1,0.39585,0.27889,0.84067,0.5,0.30783,-8.67,72.411,-16.359,1.6622,9.2073,0.90682
4,14.487,-2.5249,1,0.43661,0.32854,0.87006,0.5,0.28264,-8.8248,82.737,-14.249,1.6966,8.3011,0.91033
65,14.785,-2.5049,1,0.44604,0.32913,0.87151,0.5,0.26817,-9.0982,74.31,-14.273,1.7016,8.9648,0.91462
64,15.77,-2.2955,1,0.44136,0.29945,1.006,0.5,0.27192,-9.3287,77.565,-12.42,1.8663,8.7221,0.92634
65,14.785,-2.5049,1,0.44604,0.32913,0.87151,0.5,0.26817,-9.0982,74.31,-14.273,1.7016,8.9648,0.91462
31,14.822,-2.5309,1,0.42619,0.32913,0.88798,0.5,0.26366,-8.8649,80.096,-13.82,1.7283,8.9294,0.92994
5,15.019,-2.5191,1,0.43304,0.33568,0.86013,0.5,0.26715,-9.2704,73.961,-13.798,1.71,8.8384,0.94452
32,15.081,-2.4636,1,0.44329,0.31261,0.92286,0.5,0.26483,-8.8222,79.581,-13.93,1.7594,8.5368,0.91916
66,14.696,-2.4763,1,0.38749,0.30936,0.84289,0.5,0.29097,-8.6828,84.419,-15.4,1.5485,9.4446,0.91622
6,14.611,-2.5205,1,0.44492,0.32777,0.88886,0.5,0.26526,-9.3353,71.206,-13.905,1.7635,8.977,0.92202
67,14.527,-2.4272,1,0.44925,0.32119,0.91365,0.5,0.27408,-8.7373,68.887,-14.564,1.7634,8.8113,0.94291
68,14.631,-2.4046,1,0.41762,0.34821,0.99181,0.5,0.28163,-10.55,80.318,-10.189,1.7585,8.6872,0.91608
69,14.668,-2.1297,1,0.43233,0.29092,0.9728,0.5,0.29248,-9.0593,81.944,-14.06,1.6087,9.2467,0.93307
7,13.858,-2.496,1,0.4091,0.29202,0.9269,0.5,0.28002,-8.6522,80.048,-14.956,1.7311,9.1121,0.92148
70,14.709,-2.7305,1,0.4905,0.23947,1.1027,0.5,0.26102,-9.4205,72.158,-10.6,1.9064,8.8155,0.91411
33,11.948,-2.6813,1,0.42988,0.30399,0.99692,0.5,0.2918,-9.7374,62.696,-14.603,1.7079,8.7941,0.92712
71,12.795,-2.4235,1,0.42883,0.30368,0.97899,0.5,0.27804,-8.7039,76.091,-15.275,1.6973,9.2238,0.93137
8,14.069,-2.4237,1,0.43759,0.32689,0.91939,0.5,0.29441,-9.2451,47.045,-16.604,1.7742,9.2714,0.94108
34,12.259,-2.5656,1,0.44183,0.33012,0.92892,0.5,0.26735,-9.2826,79.239,-13.489,1.7669,9.0781,0.93812
72,14.261,-2.4502,1,0.40205,0.35355,1.0314,0.5,0.25663,-8.3798,69.646,-13.307,1.7648,8.6701,0.95397
9,11.641,-2.5436,1,0.41048,0.33235,0.92638,0.5,0.2844,-9.2798,81.486,-14.206,1.8393,8.5942,0.90928
73,14.424,-2.5379,1,0.41563,0.2711,0.89457,0.5,0.30511,-8.9408,78.583,-17.818,1.701,8.4645,0.92552
35,15.195,-2.3453,1,0.36572,0.35051,1.0903,0.5,0.24633,-8.9174,57.897,-15.091,1.7075,8.8105,0.92308
74,14.637,-2.4671,1,0.41546,0.32123,0.90702,0.5,0.27394,-8.8575,77.499,-13.809,1.8098,9.0513,0.93156
75,13.99,-2.5369,1,0.32724,0.39316,1.0025,0.5,0.25391,-8.7992,79.148,-12.985,1.7185,9.0565,0.94725
93,15.004,-2.1898,1,0.42969,0.27729,0.98086,0.5,0.2924,-9.2338,70.38,-14.42,1.8518,8.6909,0.92832
36,15.201,-2.417,1,0.51733,0.26969,0.81995,0.5,0.32735,-8.5706,70.607,-18.257,1.5908,9.7899,0.92831
94,14.015,-2.4969,1,0.44339,0.32793,0.88259,0.5,0.26095,-9.1007,81.685,-13.856,1.7431,8.943,0.92302
95,14.624,-2.2956,1,0.41312,0.28777,0.83652,0.5,0.33782,-9.3264,69.012,-17.017,1.7426,8.139,0.93074
37,14.129,-2.7096,1,0.43107,0.30055,0.87199,0.5,0.25096,-7.9733,79.746,-17.489,1.7336,8.4296,0.93305
76,14.065,-2.2402,1,0.46468,0.35835,1.0288,0.5,0.27621,-9.2204,46.398,-14.029,1.8548,9.4771,0.93587
77,14.779,-2.4751,1,0.43337,0.32031,0.91227,0.5,0.27342,-9.4011,72.617,-14.018,1.743,8.8159,0.91635
96,14.337,-2.5631,1,0.40865,0.25012,0.85178,0.5,0.31774,-8.5424,73.126,-17.378,1.7456,8.2494,0.9377
78,15.11,-2.7164,1,0.39751,0.26379,0.98191,0.5,0.31956,-7.7354,67.347,-14.619,1.8337,8.7874,0.93424
79,14.039,-2.305,1,0.43565,0.31867,0.97377,0.5,0.26383,-9.3057,77.641,-14.906,1.6719,9.05,0.9259
80,14.455,-2.4359,1,0.41942,0.2861,0.86971,0.5,0.30297,-9.1513,69.794,-16.681,1.7991,7.9918,0.92236
38,14.468,-2.6331,1,0.30652,0.2008,0.8458,0.5,0.37464,-8.8585,70.414,-16.325,1.8119,7.9034,0.92477
38,14.468,-2.6331,1,0.30652,0.2008,0.8458,0.5,0.37464,-8.8585,70.414,-16.325,1.8119,7.9034,0.92477
39,13.491,-2.4817,1,0.43568,0.31952,0.96529,0.5,0.27263,-8.907,81.54,-13.57,1.7987,8.4823,0.92504
39,13.491,-2.4817,1,0.43568,0.31952,0.96529,0.5,0.27263,-8.907,81.54,-13.57,1.7987,8.4823,0.92504
97,14.325,-2.4912,1,0.4575,0.23105,0.94547,0.5,0.29609,-8.2822,77.848,-15.695,1.7801,9.4509,0.93311
40,15.144,-2.2908,1,0.38921,0.2759,0.88722,0.5,0.29125,-9.5149,79.19,-16.28,1.8315,8.2833,0.92424
47,14.707,-2.5152,1,0.44178,0.32903,0.90929,0.5,0.2642,-8.7157,79.143,-14.355,1.6751,8.6209,0.9256
98,14.533,-2.6011,1,0.43621,0.32201,0.89265,0.5,0.25905,-8.9064,80.6,-14.522,1.7272,8.3773,0.90846
48,14.582,-2.4802,1,0.43136,0.32071,0.89346,0.5,0.26252,-9.3326,80.229,-14.016,1.7307,8.7007,0.92246
40,15.144,-2.2908,1,0.38921,0.2759,0.88722,0.5,0.29125,-9.5149,79.19,-16.28,1.8315,8.2833,0.92424
49,14.677,-2.4739,1,0.44354,0.31527,0.90653,0.5,0.25993,-9.5771,77.785,-13.937,1.7235,8.8721,0.92001
99,14.255,-2.3383,1,0.42355,0.3396,0.97368,0.5,0.3071,-8.9534,56.228,-13.649,1.8422,8.803,0.91953
49,14.677,-2.4739,1,0.44354,0.31527,0.90653,0.5,0.25993,-9.5771,77.785,-13.937,1.7235,8.8721,0.92001
50,12.707,-2.5951,1,0.3883,0.30656,0.81326,0.5,0.31358,-7.1105,73.247,-16.455,1.7108,8.4428,0.91023
100,14.566,-2.6908,1,0.31698,0.29723,0.99322,0.5,0.28004,-9.0382,76.318,-15.719,1.7493,8.6742,0.90704
51,14.444,-2.4925,1,0.44956,0.29632,0.95087,0.5,0.26572,-8.3145,80.07,-16.021,1.6649,8.7073,0.93289
50,12.707,-2.5951,1,0.3883,0.30656,0.81326,0.5,0.31358,-7.1105,73.247,-16.455,1.7108,8.4428,0.91023
52,14.607,-2.0744,1,0.40627,0.33493,0.9807,0.5,0.28207,-9.1015,85.331,-13.119,1.7308,8.7128,0.92622
52,14.607,-2.0744,1,0.40627,0.33493,0.9807,0.5,0.28207,-9.1015,85.331,-13.119,1.7308,8.7128,0.92622
53,14.893,-2.4645,1,0.4318,0.30025,0.91827,0.5,0.25391,-8.9181,82.232,-14.092,1.7636,8.9509,0.94244
101,14.131,-2.3571,1,0.40477,0.32089,0.94582,0.5,0.27627,-8.6671,78.585,-15.361,1.6936,8.9661,0.93019
53,14.893,-2.4645,1,0.4318,0.30025,0.91827,0.5,0.25391,-8.9181,82.232,-14.092,1.7636,8.9509,0.94244
54,14.44,-2.4623,1,0.42771,0.30824,0.9457,0.5,0.27177,-8.6727,82.427,-13.858,1.7702,8.7263,0.93338
55,15.049,-2.2651,1,0.47201,0.30965,0.93552,0.5,0.28316,-9.135,70.617,-13.974,1.6764,9.0572,0.92871
54,14.44,-2.4623,1,0.42771,0.30824,0.9457,0.5,0.27177,-8.6727,82.427,-13.858,1.7702,8.7263,0.93338
56,14.256,-2.5197,1,0.4162,0.31598,0.95701,0.5,0.27125,-8.6858,77.345,-14.786,1.7368,8.5543,0.92353
57,13.863,-2.3778,1,0.36447,0.31841,0.84211,0.5,0.29199,-8.3779,81.791,-16.364,1.6257,8.6068,0.92406
56,14.256,-2.5197,1,0.4162,0.31598,0.95701,0.5,0.27125,-8.6858,77.345,-14.786,1.7368,8.5543,0.92353
102,14.653,-2.8172,1,0.36001,0.21818,0.82559,0.5,0.28308,-9.291,82.676,-16.422,1.6131,9.5996,0.92934
58,14.122,-2.3914,1,0.42198,0.29615,0.90155,0.5,0.25554,-7.9313,82.533,-16.639,1.6272,9.2252,0.9317
58,14.122,-2.3914,1,0.42198,0.29615,0.90155,0.5,0.25554,-7.9313,82.533,-16.639,1.6272,9.2252,0.9317
59,14.72,-2.3266,1,0.45165,0.32521,0.89396,0.5,0.26875,-8.9161,80.445,-13.959,1.7025,8.9905,0.93803
103,14.859,-2.472,1,0.42667,0.31938,0.92606,0.5,0.26175,-8.7419,79.058,-14.407,1.7713,8.7786,0.9275
59,14.72,-2.3266,1,0.45165,0.32521,0.89396,0.5,0.26875,-8.9161,80.445,-13.959,1.7025,8.9905,0.93803
60,14.913,-2.4716,1,0.44296,0.32338,0.91221,0.5,0.25809,-9.0252,78.62,-13.862,1.7363,8.851,0.92734
60,14.913,-2.4716,1,0.44296,0.32338,0.91221,0.5,0.25809,-9.0252,78.62,-13.862,1.7363,8.851,0.92734
104,14.26,-2.1656,1,0.41591,0.34179,1.0648,0.5,0.23852,-9.0382,68.985,-14.526,1.6688,9.7795,0.94218
105,11.536,-2.4216,1,0.44738,0.39936,1.1121,0.5,0.31508,-10.969,25.883,-11.99,1.9634,7.9689,0.9349
106,13.997,-2.5726,1,0.43944,0.32364,0.95369,0.5,0.28949,-9.3485,64.261,-14.267,1.7032,9.0631,0.92701
122,13.897,-2.4803,1,0.43886,0.3209,0.88881,0.5,0.26409,-9.46,78.661,-14.184,1.6986,8.8287,0.95999
151,14.814,-2.5491,1,0.43361,0.32502,0.92187,0.5,0.26813,-9.1364,71.611,-14.103,1.7317,8.8302,0.92842
107,14.921,-2.496,1,0.42372,0.32648,0.93967,0.5,0.25665,-8.7642,80.912,-14.31,1.7067,8.3775,0.92831
152,14.719,-2.4977,1,0.33949,0.30579,0.92213,0.5,0.2627,-9.3121,83.239,-15.525,1.5789,9.9645,0.93838
123,14.735,-2.5054,1,0.31456,0.2957,0.97629,0.5,0.28616,-9.1113,80.026,-14.255,1.7648,8.0962,0.92822
153,15.522,-2.3992,1,0.43583,0.32156,0.99073,0.5,0.27545,-8.7994,67.777,-14.444,1.6964,8.3499,0.94088
154,14.578,-2.5208,1,0.42156,0.29463,0.89416,0.5,0.29041,-9.1527,76.649,-14.73,1.7564,8.935,0.93621
124,13.803,-2.6278,1,0.32269,0.29399,0.99513,0.5,0.32054,-8.2257,69.565,-17.005,1.791,7.8254,0.90901
155,12.93,-2.2981,1,0.41624,0.33607,0.98517,0.5,0.27087,-7.6026,81.683,-16.064,1.6997,9.0016,0.93707
125,14.495,-2.5255,1,0.44637,0.33591,0.9062,0.5,0.27322,-8.9054,68.945,-13.898,1.8427,8.5149,0.92776
156,13.743,-2.4818,1,0.43267,0.35115,1.1187,0.5,0.30421,-9.922,54.68,-7.4077,2.0177,8.4306,0.9513
126,13.793,-2.2904,1,0.4373,0.30271,1.0338,0.5,0.30636,-9.154,69.348,-12.801,1.976,7.4435,0.92439
108,14.118,-2.4614,1,0.35508,0.33389,0.98761,0.5,0.28643,-8.7306,81.115,-14.059,1.8283,8.4167,0.93867
157,14.675,-2.4812,1,0.41445,0.33209,0.83306,0.5,0.2926,-9.0916,72.298,-14.891,1.7281,9.1496,0.9338
158,15.002,-2.4102,1,0.44292,0.31713,0.86794,0.5,0.26543,-8.8337,81.215,-14.064,1.7499,9.0813,0.92541
127,14.066,-2.5095,1,0.40102,0.3345,0.9364,0.5,0.28241,-9.0996,78.525,-13.23,1.69,8.8229,0.92218
109,14.87,-2.5892,1,0.37572,0.31955,0.81814,0.5,0.27666,-8.9742,79.715,-16.889,1.5981,8.2795,0.92975
128,14.079,-2.5438,1,0.31561,0.33488,1.0445,0.5,0.30956,-9.002,68.866,-13.975,1.7021,8.6956,0.94671
159,14.381,-2.5188,1,0.39748,0.30019,0.91302,0.5,0.29237,-8.2748,73.525,-17.082,1.6945,8.3119,0.93099
129,15.125,-2.6493,1,0.46655,0.25505,0.9276,0.5,0.25036,-9.0473,67.304,-17.071,1.5863,8.7519,0.9168
130,11.971,-2.5313,1,0.47509,0.27539,1.0047,0.5,0.30111,-11.003,64.509,-11.363,1.987,7.0935,0.92828
160,11.809,-2.265,1,0.44568,0.29708,0.94716,0.5,0.28647,-9.0421,80.019,-16.534,1.7226,8.714,0.9316
110,14.565,-2.3482,1,0.41452,0.32313,0.90101,0.5,0.28267,-8.5933,78.333,-14.326,1.8013,8.6833,0.92809
161,14.409,-2.5019,1,0.43695,0.27728,0.90036,0.5,0.27142,-8.8769,81.023,-15.427,1.7353,8.7708,0.93868
131,13.275,-2.4924,1,0.45368,0.27495,0.75698,0.5,0.27542,-10.152,85.777,-17.132,1.7248,8.7092,0.92539
111,14.571,-2.3477,1,0.44515,0.33045,0.89656,0.5,0.26376,-9.4433,81.282,-13.436,1.7187,8.8627,0.92606
162,15.45,-2.5292,1,0.39889,0.29371,0.92749,0.5,0.2617,-9.4871,76.564,-14.382,1.7419,8.9351,0.94122
132,16.107,-2.3774,1,0.43283,0.32248,1.0472,0.5,0.27917,-9.4168,75.45,-9.8074,1.917,8.4806,0.93863
133,14.902,-2.442,1,0.43344,0.31756,0.86663,0.5,0.26283,-9.0824,80.599,-14.536,1.7896,8.6332,0.92521
112,15.069,-2.1452,1,0.43204,0.32027,0.92207,0.5,0.29305,-8.1889,75.435,-16.455,1.6239,8.9697,0.92796
163,14.73,-2.4531,1,0.43608,0.3108,0.93882,0.5,0.27227,-9.0783,73.405,-14.589,1.6771,8.9737,0.92202
164,14.431,-2.4241,1,0.4531,0.35635,0.92831,0.5,0.28576,-9.1314,66.668,-12.725,1.6982,8.9007,0.91956
134,14.647,-2.5374,1,0.46346,0.30662,0.87925,0.5,0.26645,-8.9957,75.064,-15.804,1.6885,8.4683,0.93312
113,14.792,-2.3315,1,0.40952,0.29895,0.87987,0.5,0.29627,-9.0881,77.816,-17.7,1.6805,8.6378,0.92447
165,15.393,-2.3068,1,0.39127,0.25739,1.0228,0.5,0.33189,-9.1179,69.177,-8.1758,1.8409,8.9956,0.93321
114,14.954,-2.2834,1,0.36672,0.37117,0.96377,0.5,0.27609,-9.2617,71.316,-14.15,1.6816,8.725,0.93836
135,14.739,-2.4453,1,0.41112,0.33618,0.8748,0.5,0.277,-8.9143,78.531,-14.542,1.7162,9.0757,0.92735
166,14.468,-2.4588,1,0.34326,0.40729,1.1829,0.5,0.29444,-8.3212,43.504,-8.6205,2.1074,8.1287,0.92226
115,13.671,-2.4972,1,0.41506,0.31774,0.87747,0.5,0.28424,-8.9001,79.846,-16.121,1.6652,8.2166,0.92209
136,13.417,-2.6298,1,0.44905,0.25461,1.0075,0.5,0.28885,-6.7347,89.206,-15.661,1.6158,8.9596,0.9151
137,14.911,-2.4719,1,0.43938,0.30894,0.908,0.5,0.26826,-9.0604,80.493,-13.257,1.7678,8.8896,0.93278
167,14.799,-2.5021,1,0.42602,0.3248,0.90194,0.5,0.26498,-9.1476,78.693,-14.322,1.7045,8.6708,0.92422
116,13.686,-2.4667,1,0.44667,0.30095,0.92695,0.5,0.26644,-9.4414,79.661,-14.787,1.7533,8.7289,0.93405
168,16.944,-2.5901,1,0.41924,0.23594,0.70026,0.5,0.27289,-9.134,85.349,-18.165,1.4852,9.0836,0.9074
117,14.656,-2.3534,1,0.30587,0.33824,0.84085,0.5,0.30638,-9.0978,79.364,-14.464,1.7811,8.4309,0.92411
138,13.856,-2.6327,1,0.42363,0.32444,0.94533,0.5,0.29366,-6.8485,80.113,-14.555,1.7353,8.6446,0.93469
169,15.541,-2.4553,1,0.37061,0.31559,1.0318,0.5,0.27261,-9.0113,72.758,-15.074,1.5695,8.6783,0.93354
118,13.752,-2.3704,1,0.42566,0.34711,1.051,0.5,0.26242,-11.179,78.044,-7.1925,1.9048,8.8404,0.94465
119,14.953,-2.4603,1,0.44809,0.32271,0.91782,0.5,0.26434,-8.9768,80.032,-13.328,1.7349,8.8841,0.9291
120,12.739,-2.5184,1,0.42156,0.3108,0.96542,0.5,0.26108,-8.8873,83.46,-15.446,1.6923,8.6714,0.92488
10,15.723,-2.2453,1,0.45928,0.28427,0.98975,0.5,0.28878,-9.0987,73.458,-14.038,1.7358,8.6224,0.92675
181,14.495,-2.5531,1,0.36961,0.31995,0.91147,0.5,0.29438,-9.2073,78.247,-15.263,1.6705,8.367,0.92563
11,13.963,-2.3458,1,0.50079,0.30993,0.9241,0.5,0.28623,-8.7182,67.578,-16.642,1.6637,8.8644,0.93749
182,15.279,-2.4702,1,0.42407,0.33052,0.88336,0.5,0.27449,-9.1919,78.689,-12.186,1.8071,9.1177,0.91687
12,16.142,-2.4518,1,0.41044,0.34121,0.93106,0.5,0.23174,-9.0115,75.168,-13.844,1.8191,8.5508,0.93656
183,14.237,-2.6619,1,0.4597,0.30366,1.0456,0.5,0.24884,-8.6554,72.246,-13.662,1.7315,8.2596,0.93145
170,13.819,-2.3489,1,0.478,0.32146,0.95645,0.5,0.28268,-9.7604,76.116,-10.871,1.8207,8.9057,0.91775
13,14.126,-2.5165,1,0.44531,0.3279,0.88551,0.5,0.26255,-9.0471,81.175,-13.537,1.7557,8.9205,0.92369
14,14.882,-2.3576,1,0.37626,0.29691,0.7033,0.5,0.31904,-7.8962,69.878,-18.328,1.789,8.1112,0.92843
170,13.819,-2.3489,1,0.478,0.32146,0.95645,0.5,0.28268,-9.7604,76.116,-10.871,1.8207,8.9057,0.91775
184,13.479,-2.5303,1,0.44351,0.247,1.0024,0.5,0.27825,-8.1426,83.764,-15.836,1.6732,8.7991,0.93985
15,14.768,-2.3715,1,0.43499,0.30692,1.0228,0.5,0.26446,-8.7851,76.692,-13.145,1.7349,8.9838,0.92415
185,14.922,-2.479,1,0.44235,0.31602,0.87726,0.5,0.25976,-9.1062,80.882,-14.073,1.7417,8.8777,0.92617
16,14.304,-2.5829,1,0.41391,0.30172,0.77481,0.5,0.30151,-8.8215,77.241,-16.228,1.7175,9.2405,0.93268
17,15.483,-2.434,1,0.41885,0.26919,0.9068,0.5,0.24766,-9.0485,79.881,-16.391,1.6008,9.1081,0.93697
171,13.128,-2.5684,1,0.4834,0.36997,0.95334,0.5,0.29649,-8.7289,29.523,-16.745,1.6564,8.9467,0.91828
18,14.519,-2.557,1,0.45328,0.33421,0.8932,0.5,0.2802,-8.2814,76.586,-13.934,1.6979,9.2052,0.92799
19,14.428,-2.4086,1,0.42633,0.33303,0.91962,0.5,0.28311,-8.5022,74.473,-14.423,1.7296,8.7376,0.92327
186,13.263,-2.4616,1,0.43797,0.33034,0.88686,0.5,0.26871,-8.96,81.872,-14.197,1.7262,9.0572,0.93197
20,12.395,-2.508,1,0.4335,0.31218,0.90638,0.5,0.26744,-9.3221,80.968,-14.284,1.802,9.0632,0.94684
21,14.756,-2.4509,1,0.43862,0.31963,0.9729,0.5,0.26373,-8.6884,77.304,-13.316,1.7138,8.9283,0.92993
187,13.404,-2.5451,1,0.48603,0.27984,0.8818,0.5,0.26349,-8.868,80.139,-16.933,1.6077,8.4121,0.92146
22,15.1,-2.4143,1,0.42455,0.32899,0.90728,0.5,0.25779,-8.8814,81.572,-14.084,1.7403,8.6611,0.93145
171,13.128,-2.5684,1,0.4834,0.36997,0.95334,0.5,0.29649,-8.7289,29.523,-16.745,1.6564,8.9467,0.91828
23,14.826,-2.5086,1,0.36107,0.34878,0.94445,0.5,0.26828,-8.9616,78.352,-14.778,1.7385,8.3013,0.93221
24,15.518,-2.4228,1,0.40706,0.31364,0.87897,0.5,0.26833,-9.655,71.558,-16.119,1.6383,8.7927,0.9263
172,14.06,-2.4724,1,0.44762,0.27224,0.90057,0.5,0.27108,-8.814,81.829,-16.078,1.7179,8.2658,0.93439
188,3.7818,-1.8591,1,0.4755,0.32358,0.94801,0.5,0.32898,-12.608,90.091,-12.719,1.7217,8.4306,0.93006
25,11.704,-2.5207,1,0.42017,0.33105,0.80299,0.5,0.29808,-8.3339,83.943,-16.436,1.6416,8.8539,0.91978
26,12.624,-2.2344,1,0.4139,0.32691,0.86976,0.5,0.28957,-10.181,77.824,-14.937,1.5751,8.9702,0.93581
189,14.806,-2.5082,1,0.44907,0.29989,0.92089,0.5,0.26945,-8.5925,80.096,-14.181,1.7251,8.6529,0.9313
27,13.037,-2.4791,1,0.39761,0.30648,1.0878,0.5,0.28356,-7.2087,59.936,-17.647,1.6166,9.168,0.92291
28,13.134,-1.9519,1,0.41256,0.28672,1.0081,0.5,0.29838,-8.6296,84.326,-16.377,1.7085,9.105,0.93593
173,14.31,-2.3499,1,0.44466,0.30897,0.93088,0.5,0.28344,-8.4909,84.334,-15.628,1.7575,8.5554,0.91403
29,13.808,-2.5082,1,0.40443,0.33017,0.98069,0.5,0.28107,-8.5045,70.153,-15.502,1.7386,8.7187,0.93466
190,13.59,-2.4067,1,0.48059,0.31227,1.0404,0.5,0.26048,-10.33,69.739,-10.395,1.7702,8.8806,0.93069
30,14.514,-2.307,1,0.41509,0.31657,0.86169,0.5,0.28972,-8.6311,82.487,-16.336,1.5691,9.1919,0.92605
172,14.06,-2.4724,1,0.44762,0.27224,0.90057,0.5,0.27108,-8.814,81.829,-16.078,1.7179,8.2658,0.93439
191,15.347,-2.5451,1,0.44723,0.32621,0.94276,0.5,0.2621,-8.6681,76.44,-12.916,1.7383,8.9196,0.92838
174,14.369,-2.4866,1,0.41223,0.29904,0.97255,0.5,0.27078,-9.4656,84.59,-14.756,1.5534,9.2451,0.91921
192,15.383,-2.56,1,0.40659,0.33318,1.0049,0.5,0.27263,-8.2292,82.183,-11.405,1.8261,8.9372,0.91283
