1,15.389,-2.5,1,0.44337,0.33376,0.88208,0.5,0.26398,-9.1071,81.328,-12.616,1.7099,8.7109,0.92511,0.46365,38.661,24.088,1.0979,0.58153,1.8728
2,14.883,-2.0787,1,0.5017,0.2936,1.0292,0.5,0.2716,-8.3309,76.966,-14.281,1.7127,9.4406,0.92018,0.52565,31.975,23.202,1.1135,0.85297,2.0844
3,13.899,-2.6973,1,0.41733,0.30404,0.91169,0.5,0.27153,-8.1369,80.056,-16.814,1.6697,8.642,0.91184,0.47273,33.016,31.504,1.0681,0.6239,2.0355
4,14.487,-2.5249,1,0.43661,0.32854,0.87006,0.5,0.28264,-8.8248,82.737,-14.249,1.6966,8.3011,0.91033,0.47055,35.855,27.25,1.1382,0.67614,1.9599
5,15.019,-2.5191,1,0.43304,0.33568,0.86013,0.5,0.26715,-9.2704,73.961,-13.798,1.71,8.8384,0.94452,0.4711,37.73,18.621,1.1318,0.65214,1.9513
6,14.611,-2.5205,1,0.44492,0.32777,0.88886,0.5,0.26526,-9.3353,71.206,-13.905,1.7635,8.977,0.92202,0.40024,44.557,24.908,1.0515,0.68831,1.9058
7,13.858,-2.496,1,0.4091,0.29202,0.9269,0.5,0.28002,-8.6522,80.048,-14.956,1.7311,9.1121,0.92148,0.47014,24.635,26.896,1.0217,0.69835,1.9919
8,14.069,-2.4237,1,0.43759,0.32689,0.91939,0.5,0.29441,-9.2451,47.045,-16.604,1.7742,9.2714,0.94108,0.39036,31.346,17.021,1.1003,0.70823,1.9288
9,11.641,-2.5436,1,0.41048,0.33235,0.92638,0.5,0.2844,-9.2798,81.486,-14.206,1.8393,8.5942,0.90928,0.52936,21.089,15.263,1.1111,0.82944,1.8905
10,15.723,-2.2453,1,0.45928,0.28427,0.98975,0.5,0.28878,-9.0987,73.458,-14.038,1.7358,8.6224,0.92675,0.56448,30.259,19.963,1.0529,0.77713,2.2057
11,13.963,-2.3458,1,0.50079,0.30993,0.9241,0.5,0.28623,-8.7182,67.578,-16.642,1.6637,8.8644,0.93749,0.47246,41.47,18.913,1.1936,0.83577,1.7694
12,16.142,-2.4518,1,0.41044,0.34121,0.93106,0.5,0.23174,-9.0115,75.168,-13.844,1.8191,8.5508,0.93656,0.46829,35.946,19.724,1.0315,0.93436,1.9453
13,14.126,-2.5165,1,0.44531,0.3279,0.88551,0.5,0.26255,-9.0471,81.175,-13.537,1.7557,8.9205,0.92369,0.46249,34.43,20.81,1.0981,0.69144,1.7629
14,14.882,-2.3576,1,0.37626,0.29691,0.7033,0.5,0.31904,-7.8962,69.878,-18.328,1.789,8.1112,0.92843,0.46422,34.684,23.367,1.1934,0.36761,1.8255
15,14.768,-2.3715,1,0.43499,0.30692,1.0228,0.5,0.26446,-8.7851,76.692,-13.145,1.7349,8.9838,0.92415,0.47905,41.815,19.212,1.0973,0.77101,2.225
16,14.304,-2.5829,1,0.41391,0.30172,0.77481,0.5,0.30151,-8.8215,77.241,-16.228,1.7175,9.2405,0.93268,0.39006,41.967,21.773,1.1666,0.57843,1.7306
17,15.483,-2.434,1,0.41885,0.26919,0.9068,0.5,0.24766,-9.0485,79.881,-16.391,1.6008,9.1081,0.93697,0.46546,34.561,32.442,1.1417,0.70414,2.0517
18,14.519,-2.557,1,0.45328,0.33421,0.8932,0.5,0.2802,-8.2814,76.586,-13.934,1.6979,9.2052,0.92799,0.39023,43.927,25.421,1.1962,0.64278,1.7775
19,14.428,-2.4086,1,0.42633,0.33303,0.91962,0.5,0.28311,-8.5022,74.473,-14.423,1.7296,8.7376,0.92327,0.42332,36.968,23.152,1.0816,0.58998,2.3186
20,12.395,-2.508,1,0.4335,0.31218,0.90638,0.5,0.26744,-9.3221,80.968,-14.284,1.802,9.0632,0.94684,0.46846,30.094,26.557,1.1113,0.7432,1.7817
21,14.756,-2.4509,1,0.43862,0.31963,0.9729,0.5,0.26373,-8.6884,77.304,-13.316,1.7138,8.9283,0.92993,0.42083,61.79,36.609,1.0914,0.82003,1.7943
22,15.1,-2.4143,1,0.42455,0.32899,0.90728,0.5,0.25779,-8.8814,81.572,-14.084,1.7403,8.6611,0.93145,0.54736,37.153,21.166,1.1053,0.79341,1.948
23,14.826,-2.5086,1,0.36107,0.34878,0.94445,0.5,0.26828,-8.9616,78.352,-14.778,1.7385,8.3013,0.93221,0.43702,38.218,21.484,1.0967,0.69916,1.9979
24,15.518,-2.4228,1,0.40706,0.31364,0.87897,0.5,0.26833,-9.655,71.558,-16.119,1.6383,8.7927,0.9263,0.39027,49.399,29.909,1.1334,0.62825,1.9685
25,11.704,-2.5207,1,0.42017,0.33105,0.80299,0.5,0.29808,-8.3339,83.943,-16.436,1.6416,8.8539,0.91978,0.40401,49.504,30.981,1.1015,0.48345,1.8444
26,12.624,-2.2344,1,0.4139,0.32691,0.86976,0.5,0.28957,-10.181,77.824,-14.937,1.5751,8.9702,0.93581,0.44447,42.282,22.665,1.1393,0.62189,1.6876
27,13.037,-2.4791,1,0.39761,0.30648,1.0878,0.5,0.28356,-7.2087,59.936,-17.647,1.6166,9.168,0.92291,0.33875,42.692,24.721,1.265,1.2819,2.1847
28,13.134,-1.9519,1,0.41256,0.28672,1.0081,0.5,0.29838,-8.6296,84.326,-16.377,1.7085,9.105,0.93593,0.5384,30.508,21.337,1.0859,0.84474,1.9942
29,13.808,-2.5082,1,0.40443,0.33017,0.98069,0.5,0.28107,-8.5045,70.153,-15.502,1.7386,8.7187,0.93466,0.40665,33.897,27.58,1.1253,0.82916,1.957
