0.45643,-0.024434,0.061256,0.016351,0.016373,-0.0068755,-0.1887,-1.4053,-0.49283,0.13065,-0.30502,-0.0016325,-0.043034,-1.0014,-2.8879,0.11715,-0.047484,0.06333
-0.024434,0.047687,-0.00078576,0.00075228,-0.00021622,-0.00015683,0.024597,0.50558,0.009174,-0.0095715,-0.0032279,-0.00013812,0.017876,0.51871,-0.53087,-0.0058099,-0.10301,0.054804
0.061256,-0.00078576,0.10301,0.03606,0.0061435,-0.0047834,-0.028516,0.93511,-0.77602,0.031814,-0.28995,-9.3799e-05,0.013447,1.724,-1.1372,0.08889,0.25583,-0.023534
0.016351,0.00075228,0.03606,0.060353,0.0025876,0.007601,-0.0027171,2.8039,-0.91765,-0.011934,-0.11512,0.00036071,-0.0050525,-0.028077,-0.55012,0.076337,0.24644,0.027678
0.016373,-0.00021622,0.0061435,0.0025876,0.014522,0.0013072,-0.016032,-0.13639,-0.087291,0.0061396,0.0092935,1.3242e-05,-0.0054031,0.00080452,0.14178,0.00010516,0.077883,0.041875
-0.0068755,-0.00015683,-0.0047834,0.007601,0.0013072,0.012505,-0.0033668,0.71009,-0.10307,-0.0036904,-0.06292,0.00039756,-0.0084714,-0.3995,-0.86764,0.0014884,-0.022658,0.042839
-0.1887,0.024597,-0.028516,-0.0027171,-0.016032,-0.0033668,0.32298,4.4103,0.16845,-0.018963,-0.11689,0.00069337,0.064978,1.4209,0.29303,-0.052945,0.004458,-0.074965
-1.4053,0.50558,0.93511,2.8039,-0.13639,0.71009,4.4103,448.32,-40.39,-3.677,-2.2641,0.047774,-0.13604,-13.61,-237.69,2.432,22.329,-2.5268
-0.49283,0.009174,-0.77602,-0.91765,-0.087291,-0.10307,0.16845,-40.39,17.573,-0.84955,5.8324,0.0029465,0.15161,-0.85778,16.286,-1.5208,-4.8031,-0.77675
0.13065,-0.0095715,0.031814,-0.011934,0.0061396,-0.0036904,-0.018963,-3.677,-0.84955,0.6503,-3.0165,-0.0025224,-0.0072485,0.78788,5.8097,0.094829,0.028403,0.13052
-0.30502,-0.0032279,-0.28995,-0.11512,0.0092935,-0.06292,-0.11689,-2.2641,5.8324,-3.0165,18.734,-0.0027682,-0.1023,-3.4875,-3.465,-0.53485,-1.5758,-0.26489
-0.0016325,-0.00013812,-9.3799e-05,0.00036071,1.3242e-05,0.00039756,0.00069337,0.047774,0.0029465,-0.0025224,-0.0027682,0.00039224,0.0017985,0.011213,0.0092563,-0.001119,0.0042949,-0.0031082
-0.043034,0.017876,0.013447,-0.0050525,-0.0054031,-0.0084714,0.064978,-0.13604,0.15161,-0.0072485,-0.1023,0.0017985,0.2508,1.7141,-0.2371,-0.020777,0.13544,-0.054881
-1.0014,0.51871,1.724,-0.028077,0.00080452,-0.3995,1.4209,-13.61,-0.85778,0.78788,-3.4875,0.011213,1.7141,226.11,52.928,-0.77986,0.16333,-0.77283
-2.8879,-0.53087,-1.1372,-0.55012,0.14178,-0.86764,0.29303,-237.69,16.286,5.8097,-3.465,0.0092563,-0.2371,52.928,1462.8,-0.72506,-7.8526,-5.2278
0.11715,-0.0058099,0.08889,0.076337,0.00010516,0.0014884,-0.052945,2.432,-1.5208,0.094829,-0.53485,-0.001119,-0.020777,-0.77986,-0.72506,0.36302,0.63695,0.078436
-0.047484,-0.10301,0.25583,0.24644,0.077883,-0.022658,0.004458,22.329,-4.8031,0.028403,-1.5758,0.0042949,0.13544,0.16333,-7.8526,0.63695,18.178,-7.9919
0.06333,0.054804,-0.023534,0.027678,0.041875,0.042839,-0.074965,-2.5268,-0.77675,0.13052,-0.26489,-0.0031082,-0.054881,-0.77283,-5.2278,0.078436,-7.9919,8.3227
