"first","cdindex","mktsize","N","M","p","cdid","obsweight","numlist","condition","localint","popular","basecond","pdif","conditiondif",
,,,,,11.01,251,1,20,6,0,0,3,4.3,3,
,,,,,10.5,251,1,20,5,0,0,3,3.79,2,
,,,,,13.5,251,1,20,5,0,0,3,6.79,2,
,,,,,16.75,251,1,20,3,0,0,3,10.04,0,
,,,,,3.45,254,1,4,6,0,0,3,0.5,3,
,,,,,13.05,254,1,4,2,0,0,3,10.1,-1,
,,,,,3.98,254,1,4,3,0,0,3,1.03,0,
,,,,,2.95,254,1,4,3,0,0,3,0,0,
,,,,,2.95,257,1,11,3,0,0,2,1,1,
,,,,,8.32,257,1,11,6,0,0,2,6.37,4,
,,,,,1.95,257,1,11,2,0,0,2,0,0,
,,,,,5.9,257,1,11,3,0,0,2,3.95,1,
,,,,,5.77,257,1,11,6,0,0,2,3.82,4,
,,,,,7.06,257,1,11,6,0,0,2,5.11,4,
,,,,,5.38,257,1,11,6,0,0,2,3.43,4,
,,,,,5.77,257,1,11,6,0,0,2,3.82,4,
,,,,,26.05,257,1,11,6,0,0,2,24.1,4,
,,,,,3.5,257,1,11,3,0,0,2,1.55,1,
,,,,,3.5,257,1,11,3,0,0,2,1.55,1,
,,,,,4.19,259,1,48,3,0,0,3,2.3,0,
,,,,,7.24,259,1,48,3,0,0,3,5.35,0,
,,,,,17.16,259,1,48,6,0,0,3,15.27,3,
,,,,,5.49,259,1,48,3,0,0,3,3.6,0,
,,,,,4.19,259,1,48,3,0,0,3,2.3,0,
,,,,,5.73,259,1,48,6,0,0,3,3.84,3,
,,,,,3.39,259,1,48,2,0,0,3,1.5,-1,
,,,,,1.89,259,1,48,3,0,0,3,0,0,
,,,,,17,259,1,48,4,0,0,3,15.11,1,
,,,,,5.68,259,1,48,6,0,0,3,3.79,3,
,,,,,1.95,259,1,48,2,0,0,3,0.06,-1,
,,,,,9.49,259,1,48,3,0,0,3,7.6,0,
,,,,,2.95,259,1,48,3,0,0,3,1.06,0,
,,,,,4.74,259,1,48,1,0,0,3,2.85,-2,
,,,,,33.79,259,1,48,6,0,0,3,31.9,3,
,,,,,10.24,259,1,48,1,0,0,3,8.35,-2,
,,,,,20.66,259,1,48,6,0,0,3,18.77,3,
,,,,,2.95,259,1,48,6,0,0,3,1.06,3,
,,,,,20.88,259,1,48,3,0,0,3,18.99,0,
,,,,,31.2,259,1,48,6,0,0,3,29.31,3,
,,,,,2,259,1,48,3,0,0,3,0.11,0,
,,,,,2.95,259,1,48,3,0,0,3,1.06,0,
,,,,,6.95,259,1,48,2,0,0,3,5.06,-1,
,,,,,4.5,259,1,48,6,0,0,3,2.61,3,
,,,,,7.42,259,1,48,3,0,0,3,5.53,0,
,,,,,3.38,259,1,48,3,0,0,3,1.49,0,
,,,,,22.88,259,1,48,6,0,0,3,20.99,3,
,,,,,7.46,259,1,48,3,0,0,3,5.57,0,
,,,,,7.5,259,1,48,3,0,0,3,5.61,0,
,,,,,1.95,259,1,48,3,0,0,3,0.06,0,
,,,,,2,259,1,48,4,0,0,3,0.11,1,
,,,,,2.37,259,1,48,2,0,0,3,0.48,-1,
,,,,,6.99,259,1,48,3,0,0,3,5.1,0,
,,,,,1.95,259,1,48,2,0,0,3,0.06,-1,
,,,,,7.99,259,1,48,3,0,0,3,6.1,0,
,,,,,1.95,259,1,48,4,0,0,3,0.06,1,
,,,,,1.95,259,1,48,3,0,0,3,0.06,0,
,,,,,2.99,259,1,48,2,0,0,3,1.1,-1,
,,,,,6,259,1,48,2,0,0,3,4.11,-1,
,,,,,2.99,259,1,48,4,0,0,3,1.1,1,
,,,,,4.71,259,1,48,5,0,0,3,2.82,2,
,,,,,4.49,259,1,48,3,0,0,3,2.6,0,
,,,,,8.55,259,1,48,6,0,0,3,6.66,3,
,,,,,11.15,259,1,48,3,0,0,3,9.26,0,
,,,,,1.89,259,1,48,3,0,0,3,0,0,
,,,,,4.49,259,1,48,2,0,0,3,2.6,-1,
,,,,,6,259,1,48,3,0,0,3,4.11,0,
,,,,,2.99,259,1,48,3,0,0,3,1.1,0,
,,,,,33.76,260,1,11,5,0,0,5,28.31,0,
,,,,,25.25,260,1,11,6,0,0,5,19.8,1,
,,,,,26.31,260,1,11,6,0,0,5,20.86,1,
,,,,,13,260,1,11,6,0,0,5,7.55,1,
,,,,,23.99,260,1,11,6,0,0,5,18.54,1,
,,,,,15.97,260,1,11,4,0,0,5,10.52,-1,
,,,,,13.74,260,1,11,3,0,0,5,8.29,-2,
,,,,,6.67,260,1,11,6,0,0,5,1.22,1,
,,,,,6.45,260,1,11,3,0,0,5,1,-2,
,,,,,5.45,260,1,11,5,0,0,5,0,0,
,,,,,10.5,260,1,11,5,0,0,5,5.05,0,
,,,,,6.19,261,1,48,6,0,0,2,4.3,4,
,,,,,2.95,261,1,48,3,0,0,2,1.06,1,
,,,,,5.52,261,1,48,6,0,0,2,3.63,4,
,,,,,3.15,261,1,48,3,0,0,2,1.26,1,
,,,,,1.89,261,1,48,2,0,0,2,0,0,
,,,,,1.95,261,1,48,2,0,0,2,0.06,0,
,,,,,1.95,261,1,48,3,0,0,2,0.06,1,
,,,,,5.49,261,1,48,3,0,0,2,3.6,1,
,,,,,7.82,261,1,48,6,0,0,2,5.93,4,
,,,,,6.5,261,1,48,4,0,0,2,4.61,2,
,,,,,6.5,261,1,48,4,0,0,2,4.61,2,
,,,,,4.75,261,1,48,3,0,0,2,2.86,1,
,,,,,2.95,261,1,48,3,0,0,2,1.06,1,
,,,,,2.7,261,1,48,3,0,0,2,0.81,1,
,,,,,2.95,261,1,48,3,0,0,2,1.06,1,
,,,,,13.05,261,1,48,4,0,0,2,11.16,2,
,,,,,4.99,261,1,48,3,0,0,2,3.1,1,
,,,,,2.95,261,1,48,3,0,0,2,1.06,1,
,,,,,5,261,1,48,3,0,0,2,3.11,1,
,,,,,4.15,261,1,48,3,0,0,2,2.26,1,
,,,,,4.5,261,1,48,5,0,0,2,2.61,3,
,,,,,7.5,261,1,48,3,0,0,2,5.61,1,
,,,,,4.98,261,1,48,4,0,0,2,3.09,2,
,,,,,1.95,261,1,48,2,0,0,2,0.06,0,
,,,,,7.75,261,1,48,5,0,0,2,5.86,3,
,,,,,2.95,261,1,48,3,0,0,2,1.06,1,
,,,,,6.16,261,1,48,4,0,0,2,4.27,2,
,,,,,2.99,261,1,48,3,0,0,2,1.1,1,
,,,,,4.28,261,1,48,5,0,0,2,2.39,3,
,,,,,5.87,261,1,48,6,0,0,2,3.98,4,
,,,,,6.61,261,1,48,6,0,0,2,4.72,4,
,,,,,4.45,261,1,48,3,0,0,2,2.56,1,
,,,,,4.99,261,1,48,5,0,0,2,3.1,3,
,,,,,5.46,261,1,48,3,0,0,2,3.57,1,
,,,,,27.5,261,1,48,5,0,0,2,25.61,3,
,,,,,6.17,261,1,48,6,0,0,2,4.28,4,
,,,,,8.43,261,1,48,5,0,0,2,6.54,3,
,,,,,3,261,1,48,4,0,0,2,1.11,2,
,,,,,3.25,261,1,48,4,0,0,2,1.36,2,
,,,,,7.99,261,1,48,3,0,0,2,6.1,1,
,,,,,5.16,261,1,48,5,0,0,2,3.27,3,
,,,,,7.8,261,1,48,4,0,0,2,5.91,2,
,,,,,4.99,261,1,48,2,0,0,2,3.1,0,
,,,,,4,261,1,48,4,0,0,2,2.11,2,
,,,,,8.4,261,1,48,5,0,0,2,6.51,3,
,,,,,6,261,1,48,3,0,0,2,4.11,1,
,,,,,10.75,261,1,48,5,0,0,2,8.86,3,
,,,,,4.23,261,1,48,1,0,0,2,2.34,-1,
,,,,,2.95,263,1,26,3,0,0,3,1.06,0,
,,,,,1.95,263,1,26,2,0,0,3,0.06,-1,
,,,,,1.89,263,1,26,3,0,0,3,0,0,
,,,,,2.95,263,1,26,3,0,0,3,1.06,0,
,,,,,1.98,263,1,26,3,0,0,3,0.09,0,
,,,,,2.95,263,1,26,3,0,0,3,1.06,0,
,,,,,4.71,263,1,26,4,0,0,3,2.82,1,
,,,,,4.94,263,1,26,4,0,0,3,3.05,1,
,,,,,7.9,263,1,26,4,0,0,3,6.01,1,
,,,,,4,263,1,26,4,0,0,3,2.11,1,
,,,,,4.49,263,1,26,3,0,0,3,2.6,0,
,,,,,6.95,263,1,26,5,0,0,3,5.06,2,
,,,,,2.75,263,1,26,4,0,0,3,0.86,1,
,,,,,7.8,263,1,26,4,0,0,3,5.91,1,
,,,,,5.17,263,1,26,3,0,0,3,3.28,0,
,,,,,10.45,263,1,26,6,0,0,3,8.56,3,
,,,,,6.68,263,1,26,5,0,0,3,4.79,2,
,,,,,17,263,1,26,5,0,0,3,15.11,2,
,,,,,7.5,263,1,26,2,0,0,3,5.61,-1,
,,,,,7.5,263,1,26,2,0,0,3,5.61,-1,
,,,,,23,263,1,26,4,0,0,3,21.11,1,
,,,,,5.45,263,1,26,5,0,0,3,3.56,2,
,,,,,9.89,263,1,26,3,0,0,3,8,0,
,,,,,3.95,263,1,26,5,0,0,3,2.06,2,
,,,,,5.5,263,1,26,4,0,0,3,3.61,1,
,,,,,4.49,263,1,26,2,0,0,3,2.6,-1,
,,,,,2.99,264,1,3,3,0,0,3,0,0,
,,,,,7.95,264,1,3,3,0,0,3,4.96,0,
,,,,,17.5,264,1,3,5,0,0,3,14.51,2,
,,,,,32.5,268,1,44,5,1,0,1,25.06,4,
,,,,,18.5,268,1,44,4,1,0,1,11.06,3,
,,,,,12.25,268,1,44,2,1,0,1,4.81,1,
,,,,,9,268,1,44,4,1,0,1,1.56,3,
,,,,,13.85,268,1,44,3,1,0,1,6.41,2,
,,,,,49.75,268,1,44,4,1,0,1,42.31,3,
,,,,,27.5,268,1,44,4,1,0,1,20.06,3,
,,,,,8.94,268,1,44,4,1,0,1,1.5,3,
,,,,,48,268,1,44,5,1,0,1,40.56,4,
,,,,,24,268,1,44,4,1,0,1,16.56,3,
,,,,,7.44,268,1,44,1,1,0,1,0,0,
,,,,,9.74,268,1,44,1,1,0,1,2.3,0,
,,,,,9,268,1,44,4,1,0,1,1.56,3,
,,,,,12.5,268,1,44,4,1,0,1,5.06,3,
,,,,,32.6,268,1,44,3,1,0,1,25.16,2,
,,,,,26.75,268,1,44,4,1,0,1,19.31,3,
,,,,,28,268,1,44,5,1,0,1,20.56,4,
,,,,,13.95,268,1,44,1,1,0,1,6.51,0,
,,,,,8.95,268,1,44,4,1,0,1,1.51,3,
,,,,,49.5,268,1,44,1,1,0,1,42.06,0,
,,,,,9.42,268,1,44,5,1,0,1,1.98,4,
,,,,,36.5,268,1,44,1,1,0,1,29.06,0,
,,,,,33.3,268,1,44,5,1,0,1,25.86,4,
,,,,,33,268,1,44,4,1,0,1,25.56,3,
,,,,,11.49,268,1,44,5,1,0,1,4.05,4,
,,,,,37.5,268,1,44,4,1,0,1,30.06,3,
,,,,,30.5,268,1,44,5,1,0,1,23.06,4,
,,,,,22.95,268,1,44,4,1,0,1,15.51,3,
,,,,,21.95,268,1,44,4,1,0,1,14.51,3,
,,,,,31.25,268,1,44,4,1,0,1,23.81,3,
,,,,,26.75,268,1,44,1,1,0,1,19.31,0,
,,,,,46.94,268,1,44,4,1,0,1,39.5,3,
,,,,,18,268,1,44,4,1,0,1,10.56,3,
,,,,,34,268,1,44,4,1,0,1,26.56,3,
,,,,,16.9,268,1,44,4,1,0,1,9.46,3,
,,,,,17,268,1,44,4,1,0,1,9.56,3,
,,,,,41,268,1,44,4,1,0,1,33.56,3,
,,,,,21.5,268,1,44,4,1,0,1,14.06,3,
,,,,,11.75,268,1,44,4,1,0,1,4.31,3,
,,,,,42.5,268,1,44,4,1,0,1,35.06,3,
,,,,,33,268,1,44,4,1,0,1,25.56,3,
,,,,,21.75,268,1,44,4,1,0,1,14.31,3,
,,,,,48,268,1,44,5,1,0,1,40.56,4,
,,,,,21.5,268,1,44,5,1,0,1,14.06,4,
,,,,,5.7,269,1,42,3,1,0,3,3.81,0,
,,,,,11.46,269,1,42,6,1,0,3,9.57,3,
,,,,,13.93,269,1,42,6,1,0,3,12.04,3,
,,,,,13.93,269,1,42,6,1,0,3,12.04,3,
,,,,,8.5,269,1,42,6,1,0,3,6.61,3,
,,,,,2.5,269,1,42,3,1,0,3,0.61,0,
,,,,,1.95,269,1,42,4,1,0,3,0.06,1,
,,,,,4.45,269,1,42,6,1,0,3,2.56,3,
,,,,,2.99,269,1,42,3,1,0,3,1.1,0,
,,,,,3.36,269,1,42,3,1,0,3,1.47,0,
,,,,,6.05,269,1,42,5,1,0,3,4.16,2,
,,,,,10.88,269,1,42,6,1,0,3,8.99,3,
,,,,,26.48,269,1,42,6,1,0,3,24.59,3,
,,,,,5.65,269,1,42,3,1,0,3,3.76,0,
,,,,,20.48,269,1,42,6,1,0,3,18.59,3,
,,,,,3,269,1,42,3,1,0,3,1.11,0,
,,,,,2.95,269,1,42,3,1,0,3,1.06,0,
,,,,,4.71,269,1,42,4,1,0,3,2.82,1,
,,,,,1.89,269,1,42,3,1,0,3,0,0,
,,,,,2.95,269,1,42,3,1,0,3,1.06,0,
,,,,,6.05,269,1,42,6,1,0,3,4.16,3,
,,,,,4.48,269,1,42,3,1,0,3,2.59,0,
,,,,,13.13,269,1,42,6,1,0,3,11.24,3,
,,,,,20.94,269,1,42,6,1,0,3,19.05,3,
,,,,,2.95,269,1,42,3,1,0,3,1.06,0,
,,,,,5.51,269,1,42,5,1,0,3,3.62,2,
,,,,,6.98,269,1,42,6,1,0,3,5.09,3,
,,,,,8.2,269,1,42,5,1,0,3,6.31,2,
,,,,,8.5,269,1,42,5,1,0,3,6.61,2,
,,,,,3.98,269,1,42,5,1,0,3,2.09,2,
,,,,,2.99,269,1,42,4,1,0,3,1.1,1,
,,,,,3.23,269,1,42,6,1,0,3,1.34,3,
,,,,,3.38,269,1,42,6,1,0,3,1.49,3,
,,,,,3.98,269,1,42,4,1,0,3,2.09,1,
,,,,,4.99,269,1,42,3,1,0,3,3.1,0,
,,,,,4.28,269,1,42,5,1,0,3,2.39,2,
,,,,,5.89,269,1,42,6,1,0,3,4,3,
,,,,,5.89,269,1,42,4,1,0,3,4,1,
,,,,,6.5,269,1,42,5,1,0,3,4.61,2,
,,,,,5.49,269,1,42,3,1,0,3,3.6,0,
,,,,,10.45,269,1,42,6,1,0,3,8.56,3,
,,,,,13.5,269,1,42,4,1,0,3,11.61,1,
,,,,,8,270,1,25,3,1,0,1,1.5,2,
,,,,,33.74,270,1,25,6,1,0,1,27.24,5,
,,,,,9.9,270,1,25,4,1,0,1,3.4,3,
,,,,,31.59,270,1,25,6,1,0,1,25.09,5,
,,,,,29.43,270,1,25,6,1,0,1,22.93,5,
,,,,,10.5,270,1,25,2,1,0,1,4,1,
,,,,,11.99,270,1,25,4,1,0,1,5.49,3,
,,,,,10.49,270,1,25,1,1,0,1,3.99,0,
,,,,,44.48,270,1,25,6,1,0,1,37.98,5,
,,,,,27.07,270,1,25,6,1,0,1,20.57,5,
,,,,,25.83,270,1,25,6,1,0,1,19.33,5,
,,,,,14,270,1,25,4,1,0,1,7.5,3,
,,,,,18.95,270,1,25,1,1,0,1,12.45,0,
,,,,,14.94,270,1,25,4,1,0,1,8.44,3,
,,,,,6.95,270,1,25,3,1,0,1,0.45,2,
,,,,,6.95,270,1,25,2,1,0,1,0.45,1,
,,,,,32,270,1,25,1,1,0,1,25.5,0,
,,,,,19.5,270,1,25,3,1,0,1,13,2,
,,,,,12.5,270,1,25,4,1,0,1,6,3,
,,,,,18,270,1,25,3,1,0,1,11.5,2,
,,,,,14.85,270,1,25,1,1,0,1,8.35,0,
,,,,,30.75,270,1,25,4,1,0,1,24.25,3,
,,,,,6.5,270,1,25,1,1,0,1,0,0,
,,,,,10.5,270,1,25,3,1,0,1,4,2,
,,,,,40.5,270,1,25,4,1,0,1,34,3,
,,,,,5,271,1,38,3,1,0,3,0,0,
,,,,,6.45,271,1,38,4,1,0,3,1.45,1,
,,,,,8.35,271,1,38,3,1,0,3,3.35,0,
,,,,,9.49,271,1,38,4,1,0,3,4.49,1,
,,,,,11.5,271,1,38,4,1,0,3,6.5,1,
,,,,,9,271,1,38,3,1,0,3,4,0,
,,,,,9.5,271,1,38,4,1,0,3,4.5,1,
,,,,,12.25,271,1,38,4,1,0,3,7.25,1,
,,,,,12.1,271,1,38,3,1,0,3,7.1,0,
,,,,,12.25,271,1,38,3,1,0,3,7.25,0,
,,,,,11.5,271,1,38,3,1,0,3,6.5,0,
,,,,,12.25,271,1,38,4,1,0,3,7.25,1,
,,,,,8.75,271,1,38,2,1,0,3,3.75,-1,
,,,,,12.81,271,1,38,4,1,0,3,7.81,1,
,,,,,14.78,271,1,38,4,1,0,3,9.78,1,
,,,,,13,271,1,38,4,1,0,3,8,1,
,,,,,15.77,271,1,38,4,1,0,3,10.77,1,
,,,,,15.9,271,1,38,4,1,0,3,10.9,1,
,,,,,12,271,1,38,4,1,0,3,7,1,
,,,,,13.25,271,1,38,4,1,0,3,8.25,1,
,,,,,16.5,271,1,38,4,1,0,3,11.5,1,
,,,,,16.45,271,1,38,3,1,0,3,11.45,0,
,,,,,17,271,1,38,4,1,0,3,12,1,
,,,,,16.5,271,1,38,1,1,0,3,11.5,-2,
,,,,,16.5,271,1,38,3,1,0,3,11.5,0,
,,,,,16.5,271,1,38,4,1,0,3,11.5,1,
,,,,,19,271,1,38,1,1,0,3,14,-2,
,,,,,20,271,1,38,4,1,0,3,15,1,
,,,,,22,271,1,38,4,1,0,3,17,1,
,,,,,23,271,1,38,4,1,0,3,18,1,
,,,,,21.5,271,1,38,4,1,0,3,16.5,1,
,,,,,27.45,271,1,38,4,1,0,3,22.45,1,
,,,,,26.5,271,1,38,5,1,0,3,21.5,2,
,,,,,26.5,271,1,38,3,1,0,3,21.5,0,
,,,,,24.7,271,1,38,1,1,0,3,19.7,-2,
,,,,,33.3,271,1,38,4,1,0,3,28.3,1,
,,,,,38,271,1,38,3,1,0,3,33,0,
,,,,,37,271,1,38,1,1,0,3,32,-2,
,,,,,2.95,274,1,10,3,1,0,3,0.95,0,
,,,,,2,274,1,10,3,1,0,3,0,0,
,,,,,13.18,274,1,10,6,1,0,3,11.18,3,
,,,,,12.95,274,1,10,6,1,0,3,10.95,3,
,,,,,15.72,274,1,10,1,1,0,3,13.72,-2,
,,,,,20.49,274,1,10,3,1,0,3,18.49,0,
,,,,,22,274,1,10,4,1,0,3,20,1,
,,,,,27,274,1,10,5,1,0,3,25,2,
,,,,,33.63,274,1,10,4,1,0,3,31.63,1,
,,,,,36,274,1,10,5,1,0,3,34,2,
,,,,,27,278,1,3,4,1,0,4,1,0,
,,,,,26,278,1,3,4,1,0,4,0,0,
,,,,,39.5,278,1,3,5,1,0,4,13.5,1,
,,,,,4.89,280,1,11,4,0,0,4,0,0,
,,,,,6.5,280,1,11,4,0,0,4,1.61,0,
,,,,,14,280,1,11,4,0,0,4,9.11,0,
,,,,,5.55,280,1,11,4,0,0,4,0.66,0,
,,,,,14.94,280,1,11,4,0,0,4,10.05,0,
,,,,,25.75,280,1,11,4,0,0,4,20.86,0,
,,,,,7.5,280,1,11,3,0,0,4,2.61,-1,
,,,,,7.75,280,1,11,3,0,0,4,2.86,-1,
,,,,,7.5,280,1,11,3,0,0,4,2.61,-1,
,,,,,10,280,1,11,4,0,0,4,5.11,0,
,,,,,8,280,1,11,1,0,0,4,3.11,-3,
,,,,,19,282,1,5,1,0,0,4,9,-3,
,,,,,10.5,282,1,5,4,0,0,4,0.5,0,
,,,,,36.5,282,1,5,5,0,0,4,26.5,1,
,,,,,13,282,1,5,4,0,0,4,3,0,
,,,,,10,282,1,5,4,0,0,4,0,0,
,,,,,4.71,285,1,19,4,0,0,3,1.76,1,
,,,,,3,285,1,19,4,0,0,3,0.05,1,
,,,,,2.95,285,1,19,3,0,0,3,0,0,
,,,,,2.95,285,1,19,3,0,0,3,0,0,
,,,,,4.71,285,1,19,3,0,0,3,1.76,0,
,,,,,6.75,285,1,19,5,0,0,3,3.8,2,
,,,,,2.95,285,1,19,3,0,0,3,0,0,
,,,,,2.99,285,1,19,1,0,0,3,0.04,-2,
,,,,,3.98,285,1,19,3,0,0,3,1.03,0,
,,,,,7.61,285,1,19,6,0,0,3,4.66,3,
,,,,,16.95,285,1,19,4,0,0,3,14,1,
,,,,,3.13,285,1,19,3,0,0,3,0.18,0,
,,,,,6.87,285,1,19,1,0,0,3,3.92,-2,
,,,,,4.99,285,1,19,4,0,0,3,2.04,1,
,,,,,5.64,285,1,19,5,0,0,3,2.69,2,
,,,,,15.5,285,1,19,3,0,0,3,12.55,0,
,,,,,13.98,285,1,19,4,0,0,3,11.03,1,
,,,,,9,285,1,19,5,0,0,3,6.05,2,
,,,,,8,285,1,19,4,0,0,3,5.05,1,
,,,,,3.15,287,1,28,3,0,0,4,1.2,-1,
,,,,,15.47,287,1,28,3,0,0,4,13.52,-1,
,,,,,1.95,287,1,28,4,0,0,4,0,0,
,,,,,20.7,287,1,28,6,0,0,4,18.75,2,
,,,,,15.93,287,1,28,6,0,0,4,13.98,2,
,,,,,15.93,287,1,28,6,0,0,4,13.98,2,
,,,,,19.03,287,1,28,6,0,0,4,17.08,2,
,,,,,2.99,287,1,28,3,0,0,4,1.04,-1,
,,,,,26.84,287,1,28,6,0,0,4,24.89,2,
,,,,,2.99,287,1,28,4,0,0,4,1.04,0,
,,,,,6.98,287,1,28,3,0,0,4,5.03,-1,
,,,,,13.44,287,1,28,1,0,0,4,11.49,-3,
,,,,,13.98,287,1,28,6,0,0,4,12.03,2,
,,,,,18.51,287,1,28,6,0,0,4,16.56,2,
,,,,,22.94,287,1,28,6,0,0,4,20.99,2,
,,,,,15.98,287,1,28,6,0,0,4,14.03,2,
,,,,,7.85,287,1,28,1,0,0,4,5.9,-3,
,,,,,10.5,287,1,28,6,0,0,4,8.55,2,
,,,,,17.26,287,1,28,6,0,0,4,15.31,2,
,,,,,12.9,287,1,28,4,0,0,4,10.95,0,
,,,,,22.95,287,1,28,6,0,0,4,21,2,
,,,,,27.44,287,1,28,6,0,0,4,25.49,2,
,,,,,14.49,287,1,28,6,0,0,4,12.54,2,
,,,,,24.2,287,1,28,6,0,0,4,22.25,2,
,,,,,19.44,287,1,28,1,0,0,4,17.49,-3,
,,,,,20.8,287,1,28,6,0,0,4,18.85,2,
,,,,,14.97,287,1,28,3,0,0,4,13.02,-1,
,,,,,13.86,287,1,28,6,0,0,4,11.91,2,
,,,,,20.7,288,1,8,6,0,0,6,2.98,0,
,,,,,27.44,288,1,8,6,0,0,6,9.72,0,
,,,,,20.57,288,1,8,6,0,0,6,2.85,0,
,,,,,22.94,288,1,8,6,0,0,6,5.22,0,
,,,,,26.7,288,1,8,6,0,0,6,8.98,0,
,,,,,17.72,288,1,8,6,0,0,6,0,0,
,,,,,24.2,288,1,8,6,0,0,6,6.48,0,
,,,,,21.5,288,1,8,6,0,0,6,3.78,0,
,,,,,16.5,291,1,4,3,0,0,2,10.75,1,
,,,,,10.66,291,1,4,3,0,0,2,4.91,1,
,,,,,5.75,291,1,4,2,0,0,2,0,0,
,,,,,13,291,1,4,3,0,0,2,7.25,1,
,,,,,27,295,1,4,4,0,0,3,10,1,
,,,,,42,295,1,4,4,0,0,3,25,1,
,,,,,36.5,295,1,4,5,0,0,3,19.5,2,
,,,,,17,295,1,4,3,0,0,3,0,0,
,,,,,6.5,297,1,41,4,0,0,2,4.61,2,
,,,,,5.75,297,1,41,5,0,0,2,3.86,3,
,,,,,14.35,297,1,41,3,0,0,2,12.46,1,
,,,,,1.89,297,1,41,2,0,0,2,0,0,
,,,,,1.95,297,1,41,2,0,0,2,0.06,0,
,,,,,5.51,297,1,41,4,0,0,2,3.62,2,
,,,,,6.55,297,1,41,4,0,0,2,4.66,2,
,,,,,3,297,1,41,3,0,0,2,1.11,1,
,,,,,3.5,297,1,41,3,0,0,2,1.61,1,
,,,,,4.19,297,1,41,3,0,0,2,2.3,1,
,,,,,5.51,297,1,41,4,0,0,2,3.62,2,
,,,,,4.71,297,1,41,4,0,0,2,2.82,2,
,,,,,5.49,297,1,41,4,0,0,2,3.6,2,
,,,,,2.49,297,1,41,2,0,0,2,0.6,0,
,,,,,3,297,1,41,3,0,0,2,1.11,1,
,,,,,4.46,297,1,41,4,0,0,2,2.57,2,
,,,,,3.69,297,1,41,4,0,0,2,1.8,2,
,,,,,4.16,297,1,41,4,0,0,2,2.27,2,
,,,,,41,297,1,41,2,0,0,2,39.11,0,
,,,,,4.46,297,1,41,4,0,0,2,2.57,2,
,,,,,3,297,1,41,4,0,0,2,1.11,2,
,,,,,6.75,297,1,41,4,0,0,2,4.86,2,
,,,,,3.5,297,1,41,5,0,0,2,1.61,3,
,,,,,2.99,297,1,41,4,0,0,2,1.1,2,
,,,,,5.5,297,1,41,4,0,0,2,3.61,2,
,,,,,4.9,297,1,41,4,0,0,2,3.01,2,
,,,,,8.49,297,1,41,4,0,0,2,6.6,2,
,,,,,7.49,297,1,41,4,0,0,2,5.6,2,
,,,,,9.28,297,1,41,4,0,0,2,7.39,2,
,,,,,6.95,297,1,41,5,0,0,2,5.06,3,
,,,,,3.45,297,1,41,4,0,0,2,1.56,2,
,,,,,5.95,297,1,41,4,0,0,2,4.06,2,
,,,,,9,297,1,41,4,0,0,2,7.11,2,
,,,,,10,297,1,41,3,0,0,2,8.11,1,
,,,,,3.99,297,1,41,4,0,0,2,2.1,2,
,,,,,8.5,297,1,41,3,0,0,2,6.61,1,
,,,,,6.2,297,1,41,5,0,0,2,4.31,3,
,,,,,3.75,297,1,41,4,0,0,2,1.86,2,
,,,,,4.69,297,1,41,5,0,0,2,2.8,3,
,,,,,8.98,297,1,41,3,0,0,2,7.09,1,
,,,,,26.5,297,1,41,5,0,0,2,24.61,3,
,,,,,1.95,299,1,15,4,0,0,4,0,0,
,,,,,2.99,299,1,15,3,0,0,4,1.04,-1,
,,,,,16.99,299,1,15,6,0,0,4,15.04,2,
,,,,,4.94,299,1,15,4,0,0,4,2.99,0,
,,,,,18.5,299,1,15,5,0,0,4,16.55,1,
,,,,,2.95,299,1,15,3,0,0,4,1,-1,
,,,,,11.99,299,1,15,3,0,0,4,10.04,-1,
,,,,,17.98,299,1,15,6,0,0,4,16.03,2,
,,,,,3.4,299,1,15,3,0,0,4,1.45,-1,
,,,,,13.48,299,1,15,4,0,0,4,11.53,0,
,,,,,11.5,299,1,15,4,0,0,4,9.55,0,
,,,,,20.5,299,1,15,5,0,0,4,18.55,1,
,,,,,7.5,299,1,15,4,0,0,4,5.55,0,
,,,,,16.75,299,1,15,4,0,0,4,14.8,0,
,,,,,14,299,1,15,4,0,0,4,12.05,0,
,,,,,2.99,300,1,16,3,0,0,3,0.49,0,
,,,,,2.5,300,1,16,3,0,0,3,0,0,
,,,,,7,300,1,16,5,0,0,3,4.5,2,
,,,,,24.2,300,1,16,5,0,0,3,21.7,2,
,,,,,39,300,1,16,6,0,0,3,36.5,3,
,,,,,6.69,300,1,16,5,0,0,3,4.19,2,
,,,,,15.99,300,1,16,1,0,0,3,13.49,-2,
,,,,,31.5,300,1,16,5,0,0,3,29,2,
,,,,,14.85,300,1,16,5,0,0,3,12.35,2,
,,,,,7.74,300,1,16,4,0,0,3,5.24,1,
,,,,,17,300,1,16,5,0,0,3,14.5,2,
,,,,,18,300,1,16,4,0,0,3,15.5,1,
,,,,,20,300,1,16,4,0,0,3,17.5,1,
,,,,,8,300,1,16,4,0,0,3,5.5,1,
,,,,,16.95,300,1,16,5,0,0,3,14.45,2,
,,,,,16,300,1,16,4,0,0,3,13.5,1,
,,,,,4.71,301,1,11,3,0,0,4,2.76,-1,
,,,,,4,301,1,11,5,0,0,4,2.05,1,
,,,,,3.15,301,1,11,3,0,0,4,1.2,-1,
,,,,,1.95,301,1,11,4,0,0,4,0,0,
