"first","cdindex","mktsize","N","M","p","cdid","obsweight","numlist","condition","localint","popular","basecond","pdif","conditiondif",
1,9,9,3758,236,4.68,1,1,9,2,1,0,4,0.13,-2,
10,24,15,,,6.95,1,1,9,3,1,0,4,2.4,-1,
25,44,20,,,10.55,1,1,9,4,1,0,4,6,0,
45,48,4,,,12.8,1,1,9,3,1,0,4,8.25,-1,
49,60,12,,,7.94,1,1,9,5,1,0,4,3.39,1,
61,106,46,,,4.72,1,1,9,4,1,0,4,0.17,0,
107,150,44,,,9.84,1,1,9,3,1,0,4,5.29,-1,
151,163,13,,,4.94,1,1,9,3,1,0,4,0.39,-1,
164,177,14,,,4.55,1,1,9,4,1,0,4,0,0,
178,201,24,,,14,2,1,15,4,1,0,4,8.55,0,
202,213,12,,,10,2,1,15,4,1,0,4,4.55,0,
214,238,25,,,22,2,1,15,5,1,0,4,16.55,1,
239,276,38,,,8.5,2,1,15,4,1,0,4,3.05,0,
277,284,8,,,14,2,1,15,4,1,0,4,8.55,0,
285,291,7,,,8.45,2,1,15,3,1,0,4,3,-1,
292,305,14,,,14.45,2,1,15,4,1,0,4,9,0,
306,312,7,,,6.99,2,1,15,4,1,0,4,1.54,0,
313,317,5,,,17,2,1,15,4,1,0,4,11.55,0,
318,324,7,,,5.45,2,1,15,4,1,0,4,0,0,
325,352,28,,,15,2,1,15,4,1,0,4,9.55,0,
353,375,23,,,18,2,1,15,4,1,0,4,12.55,0,
376,385,10,,,23,2,1,15,5,1,0,4,17.55,1,
386,388,3,,,12.5,2,1,15,5,1,0,4,7.05,1,
389,399,11,,,12,2,1,15,4,1,0,4,6.55,0,
400,401,2,,,15,3,1,20,5,1,0,5,12.5,0,
402,408,7,,,11.95,3,1,20,4,1,0,5,9.45,-1,
409,441,33,,,12.55,3,1,20,4,1,0,5,10.05,-1,
442,477,36,,,9,3,1,20,6,1,0,5,6.5,1,
478,485,8,,,7.95,3,1,20,4,1,0,5,5.45,-1,
486,487,2,,,5.85,3,1,20,6,1,0,5,3.35,1,
488,506,19,,,9.75,3,1,20,5,1,0,5,7.25,0,
507,543,37,,,3.99,3,1,20,5,1,0,5,1.49,0,
544,568,25,,,9.25,3,1,20,5,1,0,5,6.75,0,
569,581,13,,,4.7,3,1,20,4,1,0,5,2.2,-1,
582,583,2,,,5.5,3,1,20,5,1,0,5,3,0,
584,598,15,,,2.5,3,1,20,5,1,0,5,0,0,
599,611,13,,,22,3,1,20,6,1,0,5,19.5,1,
612,640,29,,,10.6,3,1,20,5,1,0,5,8.1,0,
641,650,10,,,14.8,3,1,20,5,1,0,5,12.3,0,
651,652,2,,,11.76,3,1,20,5,1,0,5,9.26,0,
653,654,2,,,5.5,3,1,20,5,1,0,5,3,0,
655,661,7,,,16,3,1,20,5,1,0,5,13.5,0,
662,663,2,,,9,3,1,20,5,1,0,5,6.5,0,
664,686,23,,,19.05,3,1,20,6,1,0,5,16.55,1,
687,710,24,,,26.99,4,1,4,4,1,0,4,10.02,0,
711,713,3,,,26.5,4,1,4,5,1,0,4,9.53,1,
714,726,13,,,26,4,1,4,4,1,0,4,9.03,0,
727,742,16,,,16.97,4,1,4,4,1,0,4,0,0,
743,758,16,,,14.79,6,1,12,6,1,0,3,11.84,3,
759,765,7,,,2.95,6,1,12,3,1,0,3,0,0,
766,768,3,,,2.99,6,1,12,4,1,0,3,0.04,1,
769,775,7,,,6.99,6,1,12,6,1,0,3,4.04,3,
776,780,5,,,13.76,6,1,12,6,1,0,3,10.81,3,
781,821,41,,,3.98,6,1,12,5,1,0,3,1.03,2,
822,829,8,,,8,6,1,12,6,1,0,3,5.05,3,
830,841,12,,,10.61,6,1,12,6,1,0,3,7.66,3,
842,851,10,,,14.68,6,1,12,6,1,0,3,11.73,3,
852,876,25,,,4.94,6,1,12,3,1,0,3,1.99,0,
877,881,5,,,10.47,6,1,12,6,1,0,3,7.52,3,
882,910,29,,,15.96,6,1,12,6,1,0,3,13.01,3,
911,926,16,,,8.49,7,1,46,4,1,0,4,5.54,0,
927,960,34,,,2.95,7,1,46,2,1,0,4,0,-2,
961,988,28,,,2.95,7,1,46,3,1,0,4,0,-1,
989,1000,12,,,6,7,1,46,4,1,0,4,3.05,0,
1001,1012,12,,,2.95,7,1,46,3,1,0,4,0,-1,
1013,1021,9,,,5,7,1,46,4,1,0,4,2.05,0,
1022,1031,10,,,10.98,7,1,46,6,1,0,4,8.03,2,
1032,1041,10,,,6.2,7,1,46,2,1,0,4,3.25,-2,
1042,1060,19,,,2.95,7,1,46,3,1,0,4,0,-1,
1061,1064,4,,,11,7,1,46,4,1,0,4,8.05,0,
1065,1113,49,,,12,7,1,46,5,1,0,4,9.05,1,
1114,1122,9,,,10.45,7,1,46,5,1,0,4,7.5,1,
1123,1124,2,,,7.99,7,1,46,3,1,0,4,5.04,-1,
1125,1138,14,,,7.99,7,1,46,3,1,0,4,5.04,-1,
1139,1155,17,,,5.5,7,1,46,4,1,0,4,2.55,0,
1156,1171,16,,,3.99,7,1,46,3,1,0,4,1.04,-1,
1172,1196,25,,,5.9,7,1,46,3,1,0,4,2.95,-1,
1197,1219,23,,,9.5,7,1,46,5,1,0,4,6.55,1,
1220,1230,11,,,7.68,7,1,46,6,1,0,4,4.73,2,
1231,1249,19,,,5.5,7,1,46,4,1,0,4,2.55,0,
1250,1254,5,,,7,7,1,46,3,1,0,4,4.05,-1,
1255,1258,4,,,8.7,7,1,46,5,1,0,4,5.75,1,
1259,1262,4,,,5.5,7,1,46,4,1,0,4,2.55,0,
1263,1286,24,,,4.94,7,1,46,3,1,0,4,1.99,-1,
1287,1294,8,,,6.93,7,1,46,6,1,0,4,3.98,2,
1295,1301,7,,,2.95,7,1,46,3,1,0,4,0,-1,
1302,1315,14,,,7.5,7,1,46,4,1,0,4,4.55,0,
1316,1331,16,,,8,7,1,46,5,1,0,4,5.05,1,
1332,1337,6,,,6.15,7,1,46,4,1,0,4,3.2,0,
1338,1339,2,,,2.95,7,1,46,4,1,0,4,0,0,
1340,1341,2,,,2.95,7,1,46,2,1,0,4,0,-2,
1342,1360,19,,,2.95,7,1,46,4,1,0,4,0,0,
1361,1363,3,,,2.95,7,1,46,3,1,0,4,0,-1,
1364,1411,48,,,7.45,7,1,46,5,1,0,4,4.5,1,
1412,1416,5,,,6.9,7,1,46,4,1,0,4,3.95,0,
1417,1427,11,,,3.95,7,1,46,5,1,0,4,1,1,
1428,1433,6,,,7.79,7,1,46,6,1,0,4,4.84,2,
1434,1445,12,,,6.49,7,1,46,4,1,0,4,3.54,0,
1446,1447,2,,,6.49,7,1,46,4,1,0,4,3.54,0,
1448,1458,11,,,4.99,7,1,46,3,1,0,4,2.04,-1,
1459,1475,17,,,11.48,7,1,46,6,1,0,4,8.53,2,
1476,1487,12,,,11.48,7,1,46,6,1,0,4,8.53,2,
1488,1504,17,,,5.64,7,1,46,5,1,0,4,2.69,1,
1505,1509,5,,,7.49,7,1,46,4,1,0,4,4.54,0,
1510,1524,15,,,4.95,7,1,46,4,1,0,4,2,0,
1525,1546,22,,,2.95,7,1,46,3,1,0,4,0,-1,
1547,1551,5,,,15.29,8,1,44,6,1,0,4,12.34,2,
1552,1571,20,,,2.95,8,1,44,3,1,0,4,0,-1,
1572,1574,3,,,17,8,1,44,3,1,0,4,14.05,-1,
1575,1582,8,,,2.95,8,1,44,4,1,0,4,0,0,
1583,1595,13,,,5.99,8,1,44,4,1,0,4,3.04,0,
1596,1597,2,,,4.9,8,1,44,1,1,0,4,1.95,-3,
1598,1614,17,,,3.09,8,1,44,6,1,0,4,0.14,2,
1615,1628,14,,,12.98,8,1,44,4,1,0,4,10.03,0,
1629,1638,10,,,5.94,8,1,44,4,1,0,4,2.99,0,
1639,1655,17,,,14.89,8,1,44,5,1,0,4,11.94,1,
1656,1671,16,,,2.95,8,1,44,2,1,0,4,0,-2,
1672,1676,5,,,2.99,8,1,44,4,1,0,4,0.04,0,
1677,1699,23,,,8,8,1,44,6,1,0,4,5.05,2,
1700,1717,18,,,5.5,8,1,44,4,1,0,4,2.55,0,
1718,1723,6,,,11.45,8,1,44,6,1,0,4,8.5,2,
1724,1740,17,,,2.95,8,1,44,3,1,0,4,0,-1,
1741,1750,10,,,10.41,8,1,44,6,1,0,4,7.46,2,
1751,1763,13,,,3.74,8,1,44,5,1,0,4,0.79,1,
1764,1778,15,,,14.95,8,1,44,6,1,0,4,12,2,
1779,1794,16,,,11.21,8,1,44,6,1,0,4,8.26,2,
1795,1798,4,,,9.25,8,1,44,6,1,0,4,6.3,2,
1799,1816,18,,,6.5,8,1,44,3,1,0,4,3.55,-1,
1817,1844,28,,,2.95,8,1,44,3,1,0,4,0,-1,
1845,1858,14,,,24.24,8,1,44,3,1,0,4,21.29,-1,
1859,1867,9,,,2.99,8,1,44,4,1,0,4,0.04,0,
1868,1877,10,,,4.85,8,1,44,6,1,0,4,1.9,2,
1878,1883,6,,,8.75,8,1,44,5,1,0,4,5.8,1,
1884,1897,14,,,5.49,8,1,44,3,1,0,4,2.54,-1,
1898,1903,6,,,2.95,8,1,44,3,1,0,4,0,-1,
1904,1943,40,,,2.95,8,1,44,4,1,0,4,0,0,
1944,1948,5,,,3.9,8,1,44,4,1,0,4,0.95,0,
1949,1962,14,,,8,8,1,44,4,1,0,4,5.05,0,
1963,1981,19,,,5,8,1,44,2,1,0,4,2.05,-2,
1982,1983,2,,,2.95,8,1,44,3,1,0,4,0,-1,
1984,1999,16,,,2.95,8,1,44,4,1,0,4,0,0,
2000,2009,10,,,4.44,8,1,44,4,1,0,4,1.49,0,
2010,2026,17,,,9.49,8,1,44,4,1,0,4,6.54,0,
2027,2035,9,,,5.14,8,1,44,4,1,0,4,2.19,0,
2036,2039,4,,,5.5,8,1,44,5,1,0,4,2.55,1,
2040,2065,26,,,9.76,8,1,44,6,1,0,4,6.81,2,
2066,2082,17,,,6.5,8,1,44,5,1,0,4,3.55,1,
2083,2110,28,,,10.54,8,1,44,6,1,0,4,7.59,2,
2111,2139,29,,,10.54,8,1,44,6,1,0,4,7.59,2,
2140,2173,34,,,2.99,8,1,44,3,1,0,4,0.04,-1,
2174,2191,18,,,6.07,10,1,13,3,1,0,3,2.07,0,
2192,2201,10,,,9.5,10,1,13,5,1,0,3,5.5,2,
2202,2228,27,,,4.99,10,1,13,3,1,0,3,0.99,0,
2229,2232,4,,,9,10,1,13,5,1,0,3,5,2,
2233,2257,25,,,7,10,1,13,3,1,0,3,3,0,
2258,2272,15,,,7,10,1,13,4,1,0,3,3,1,
2273,2293,21,,,11,10,1,13,4,1,0,3,7,1,
2294,2328,35,,,11,10,1,13,4,1,0,3,7,1,
2329,2359,31,,,7.5,10,1,13,4,1,0,3,3.5,1,
2360,2364,5,,,11.5,10,1,13,4,1,0,3,7.5,1,
2365,2407,43,,,14,10,1,13,4,1,0,3,10,1,
2408,2414,7,,,4,10,1,13,3,1,0,3,0,0,
2415,2421,7,,,7,10,1,13,4,1,0,3,3,1,
2422,2436,15,,,4.99,11,1,14,3,1,0,4,0.99,-1,
2437,2456,20,,,12.95,11,1,14,6,1,0,4,8.95,2,
2457,2503,47,,,7,11,1,14,4,1,0,4,3,0,
2504,2523,20,,,5.97,11,1,14,3,1,0,4,1.97,-1,
2524,2527,4,,,18.08,11,1,14,6,1,0,4,14.08,2,
2528,2538,11,,,13.75,11,1,14,5,1,0,4,9.75,1,
2539,2586,48,,,14.8,11,1,14,5,1,0,4,10.8,1,
2587,2597,11,,,6.25,11,1,14,3,1,0,4,2.25,-1,
2598,2645,48,,,4,11,1,14,4,1,0,4,0,0,
2646,2671,26,,,17.45,11,1,14,4,1,0,4,13.45,0,
2672,2674,3,,,6.75,11,1,14,4,1,0,4,2.75,0,
2675,2718,44,,,7.59,11,1,14,3,1,0,4,3.59,-1,
2719,2760,42,,,16.5,11,1,14,5,1,0,4,12.5,1,
2761,2785,25,,,11.85,11,1,14,5,1,0,4,7.85,1,
2786,2823,38,,,37.5,12,1,24,3,1,0,3,34,0,
2824,2833,10,,,27,12,1,24,4,1,0,3,23.5,1,
2834,2836,3,,,14,12,1,24,4,1,0,3,10.5,1,
2837,2847,11,,,27.5,12,1,24,6,1,0,3,24,3,
2848,2852,5,,,22.74,12,1,24,6,1,0,3,19.24,3,
2853,2871,19,,,16.25,12,1,24,4,1,0,3,12.75,1,
2872,2899,28,,,22.4,12,1,24,3,1,0,3,18.9,0,
2900,2907,8,,,20.3,12,1,24,3,1,0,3,16.8,0,
2908,2911,4,,,26,12,1,24,5,1,0,3,22.5,2,
2912,2915,4,,,9,12,1,24,4,1,0,3,5.5,1,
2916,2956,41,,,23.7,12,1,24,4,1,0,3,20.2,1,
2957,2971,15,,,3.6,12,1,24,3,1,0,3,0.1,0,
2972,2987,16,,,7,12,1,24,4,1,0,3,3.5,1,
2988,2998,11,,,34.5,12,1,24,5,1,0,3,31,2,
2999,3012,14,,,7,12,1,24,5,1,0,3,3.5,2,
3013,3033,21,,,12.49,12,1,24,3,1,0,3,8.99,0,
3034,3051,18,,,3.5,12,1,24,3,1,0,3,0,0,
3052,3058,7,,,15.95,12,1,24,4,1,0,3,12.45,1,
3059,3083,25,,,22,12,1,24,3,1,0,3,18.5,0,
3084,3102,19,,,14,12,1,24,4,1,0,3,10.5,1,
3103,3127,25,,,29.9,12,1,24,5,1,0,3,26.4,2,
3128,3148,21,,,21.25,12,1,24,5,1,0,3,17.75,2,
3149,3150,2,,,16.49,12,1,24,4,1,0,3,12.99,1,
3151,3154,4,,,15.9,12,1,24,6,1,0,3,12.4,3,
3155,3161,7,,,32,13,1,12,4,1,0,3,10.25,1,
3162,3180,19,,,31.5,13,1,12,3,1,0,3,9.75,0,
3181,3201,21,,,36.99,13,1,12,5,1,0,3,15.24,2,
3202,3215,14,,,38,13,1,12,4,1,0,3,16.25,1,
3216,3230,15,,,48.25,13,1,12,3,1,0,3,26.5,0,
3231,3239,9,,,42,13,1,12,4,1,0,3,20.25,1,
3240,3253,14,,,21.75,13,1,12,3,1,0,3,0,0,
3254,3284,31,,,41.75,13,1,12,4,1,0,3,20,1,
3285,3293,9,,,27,13,1,12,4,1,0,3,5.25,1,
3294,3303,10,,,26.95,13,1,12,4,1,0,3,5.2,1,
3304,3307,4,,,41.99,13,1,12,4,1,0,3,20.24,1,
3308,3317,10,,,45.5,13,1,12,3,1,0,3,23.75,0,
3318,3330,13,,,9.5,14,1,25,4,1,0,4,6.55,0,
3331,3341,11,,,11.5,14,1,25,3,1,0,4,8.55,-1,
3342,3356,15,,,11.88,14,1,25,3,1,0,4,8.93,-1,
3357,3371,15,,,11,14,1,25,4,1,0,4,8.05,0,
3372,3388,17,,,16.65,14,1,25,4,1,0,4,13.7,0,
3389,3406,18,,,19,14,1,25,4,1,0,4,16.05,0,
3407,3416,10,,,11.85,14,1,25,5,1,0,4,8.9,1,
3417,3437,21,,,2.95,14,1,25,4,1,0,4,0,0,
3438,3460,23,,,3.36,14,1,25,4,1,0,4,0.41,0,
3461,3481,21,,,3.52,14,1,25,4,1,0,4,0.57,0,
3482,3521,40,,,5.56,14,1,25,4,1,0,4,2.61,0,
3522,3548,27,,,6.99,14,1,25,3,1,0,4,4.04,-1,
3549,3565,17,,,6.75,14,1,25,3,1,0,4,3.8,-1,
3566,3583,18,,,13,14,1,25,4,1,0,4,10.05,0,
3584,3589,6,,,10.5,14,1,25,4,1,0,4,7.55,0,
3590,3602,13,,,12.5,14,1,25,2,1,0,4,9.55,-2,
3603,3613,11,,,14.5,14,1,25,4,1,0,4,11.55,0,
3614,3629,16,,,19,14,1,25,4,1,0,4,16.05,0,
3630,3633,4,,,10,14,1,25,3,1,0,4,7.05,-1,
3634,3674,41,,,11,14,1,25,4,1,0,4,8.05,0,
3675,3690,16,,,26,14,1,25,4,1,0,4,23.05,0,
3691,3724,34,,,18,14,1,25,3,1,0,4,15.05,-1,
3725,3758,34,,,9,14,1,25,4,1,0,4,6.05,0,
,,,,,8.29,14,1,25,4,1,0,4,5.34,0,
,,,,,10.5,14,1,25,4,1,0,4,7.55,0,
,,,,,3,15,1,38,4,1,0,2,0.89,2,
,,,,,4.27,15,1,38,4,1,0,2,2.16,2,
,,,,,6.45,15,1,38,4,1,0,2,4.34,2,
,,,,,14.75,15,1,38,3,1,0,2,12.64,1,
,,,,,22,15,1,38,4,1,0,2,19.89,2,
,,,,,6,15,1,38,3,1,0,2,3.89,1,
,,,,,6.29,15,1,38,3,1,0,2,4.18,1,
,,,,,11.99,15,1,38,3,1,0,2,9.88,1,
,,,,,6.5,15,1,38,5,1,0,2,4.39,3,
,,,,,2.11,15,1,38,2,1,0,2,0,0,
,,,,,17.5,15,1,38,3,1,0,2,15.39,1,
,,,,,10,15,1,38,4,1,0,2,7.89,2,
,,,,,22,15,1,38,3,1,0,2,19.89,1,
,,,,,25,15,1,38,4,1,0,2,22.89,2,
,,,,,25,15,1,38,4,1,0,2,22.89,2,
,,,,,10.94,15,1,38,4,1,0,2,8.83,2,
,,,,,5,15,1,38,3,1,0,2,2.89,1,
,,,,,7.49,15,1,38,3,1,0,2,5.38,1,
,,,,,5.49,15,1,38,2,1,0,2,3.38,0,
,,,,,9.99,15,1,38,3,1,0,2,7.88,1,
,,,,,7.5,15,1,38,4,1,0,2,5.39,2,
,,,,,16,15,1,38,2,1,0,2,13.89,0,
,,,,,9.45,15,1,38,4,1,0,2,7.34,2,
,,,,,15.4,15,1,38,5,1,0,2,13.29,3,
,,,,,15.4,15,1,38,5,1,0,2,13.29,3,
,,,,,18,15,1,38,4,1,0,2,15.89,2,
,,,,,5.29,15,1,38,4,1,0,2,3.18,2,
,,,,,6,15,1,38,4,1,0,2,3.89,2,
,,,,,11,15,1,38,4,1,0,2,8.89,2,
,,,,,24,15,1,38,4,1,0,2,21.89,2,
,,,,,10,15,1,38,4,1,0,2,7.89,2,
,,,,,3.81,15,1,38,3,1,0,2,1.7,1,
,,,,,7.37,15,1,38,4,1,0,2,5.26,2,
,,,,,5.5,15,1,38,4,1,0,2,3.39,2,
,,,,,10.94,15,1,38,4,1,0,2,8.83,2,
,,,,,13,15,1,38,4,1,0,2,10.89,2,
,,,,,11,15,1,38,4,1,0,2,8.89,2,
,,,,,17.5,15,1,38,4,1,0,2,15.39,2,
,,,,,12,16,1,8,4,1,0,4,4.01,0,
,,,,,14.55,16,1,8,4,1,0,4,6.56,0,
,,,,,39.33,16,1,8,4,1,0,4,31.34,0,
,,,,,15.8,16,1,8,4,1,0,4,7.81,0,
,,,,,7.99,16,1,8,4,1,0,4,0,0,
,,,,,11,16,1,8,5,1,0,4,3.01,1,
,,,,,10,16,1,8,4,1,0,4,2.01,0,
,,,,,11,16,1,8,5,1,0,4,3.01,1,
,,,,,21.95,18,1,7,4,1,0,4,1.05,0,
,,,,,23.45,18,1,7,4,1,0,4,2.55,0,
,,,,,20.9,18,1,7,4,1,0,4,0,0,
,,,,,35.5,18,1,7,4,1,0,4,14.6,0,
,,,,,29.25,18,1,7,4,1,0,4,8.35,0,
,,,,,27,18,1,7,4,1,0,4,6.1,0,
,,,,,37.5,18,1,7,2,1,0,4,16.6,-2,
,,,,,33,20,1,14,4,1,0,4,11.5,0,
,,,,,32,20,1,14,4,1,0,4,10.5,0,
,,,,,47.25,20,1,14,4,1,0,4,25.75,0,
,,,,,31.75,20,1,14,5,1,0,4,10.25,1,
,,,,,30.4,20,1,14,4,1,0,4,8.9,0,
,,,,,45.5,20,1,14,4,1,0,4,24,0,
,,,,,21.5,20,1,14,4,1,0,4,0,0,
,,,,,40,20,1,14,5,1,0,4,18.5,1,
,,,,,42.5,20,1,14,4,1,0,4,21,0,
,,,,,41.5,20,1,14,4,1,0,4,20,0,
,,,,,26.5,20,1,14,5,1,0,4,5,1,
,,,,,26.5,20,1,14,4,1,0,4,5,0,
,,,,,21.99,20,1,14,3,1,0,4,0.49,-1,
,,,,,22.5,20,1,14,4,1,0,4,1,0,
,,,,,5.9,21,1,7,6,1,0,6,0,0,
,,,,,5.98,21,1,7,3,1,0,6,0.08,-3,
,,,,,7,21,1,7,4,1,0,6,1.1,-2,
,,,,,6.17,21,1,7,6,1,0,6,0.27,0,
,,,,,6.17,21,1,7,6,1,0,6,0.27,0,
,,,,,5.99,21,1,7,6,1,0,6,0.09,0,
,,,,,13,21,1,7,4,1,0,6,7.1,-2,
,,,,,32,22,1,5,4,1,0,3,21.46,1,
,,,,,10.54,22,1,5,3,1,0,3,0,0,
,,,,,22.5,22,1,5,4,1,0,3,11.96,1,
,,,,,21.95,22,1,5,6,1,0,3,11.41,3,
,,,,,16.35,22,1,5,4,1,0,3,5.81,1,
,,,,,18,23,1,7,4,1,0,4,10,0,
,,,,,13.5,23,1,7,1,1,0,4,5.5,-3,
,,,,,29,23,1,7,1,1,0,4,21,-3,
,,,,,17,23,1,7,4,1,0,4,9,0,
,,,,,8,23,1,7,4,1,0,4,0,0,
,,,,,16.5,23,1,7,4,1,0,4,8.5,0,
,,,,,13.99,23,1,7,4,1,0,4,5.99,0,
,,,,,6.5,26,1,28,5,1,0,4,2.6,1,
,,,,,13,26,1,28,4,1,0,4,9.1,0,
,,,,,13.5,26,1,28,4,1,0,4,9.6,0,
,,,,,12.95,26,1,28,4,1,0,4,9.05,0,
,,,,,30.95,26,1,28,4,1,0,4,27.05,0,
,,,,,10,26,1,28,5,1,0,4,6.1,1,
,,,,,9.5,26,1,28,5,1,0,4,5.6,1,
,,,,,7.49,26,1,28,4,1,0,4,3.59,0,
,,,,,14.49,26,1,28,4,1,0,4,10.59,0,
,,,,,3.92,26,1,28,4,1,0,4,0.02,0,
,,,,,6.75,26,1,28,4,1,0,4,2.85,0,
,,,,,6.9,26,1,28,4,1,0,4,3,0,
,,,,,5.84,26,1,28,3,1,0,4,1.94,-1,
,,,,,8.99,26,1,28,4,1,0,4,5.09,0,
,,,,,6.5,26,1,28,4,1,0,4,2.6,0,
,,,,,9.61,26,1,28,5,1,0,4,5.71,1,
,,,,,21.5,26,1,28,3,1,0,4,17.6,-1,
,,,,,12,26,1,28,4,1,0,4,8.1,0,
,,,,,8.44,26,1,28,3,1,0,4,4.54,-1,
,,,,,8.99,26,1,28,3,1,0,4,5.09,-1,
,,,,,14.45,26,1,28,5,1,0,4,10.55,1,
,,,,,3.9,26,1,28,4,1,0,4,0,0,
,,,,,15,26,1,28,4,1,0,4,11.1,0,
,,,,,5.98,26,1,28,5,1,0,4,2.08,1,
,,,,,4.71,26,1,28,4,1,0,4,0.81,0,
,,,,,19.4,26,1,28,4,1,0,4,15.5,0,
,,,,,7.99,26,1,28,4,1,0,4,4.09,0,
,,,,,38,26,1,28,5,1,0,4,34.1,1,
,,,,,23.75,27,1,23,4,1,0,3,15.76,1,
,,,,,10.95,27,1,23,4,1,0,3,2.96,1,
,,,,,11.5,27,1,23,4,1,0,3,3.51,1,
,,,,,17,27,1,23,5,1,0,3,9.01,2,
,,,,,9.9,27,1,23,4,1,0,3,1.91,1,
,,,,,10.5,27,1,23,4,1,0,3,2.51,1,
,,,,,19,27,1,23,4,1,0,3,11.01,1,
,,,,,7.99,27,1,23,3,1,0,3,0,0,
,,,,,11.5,27,1,23,3,1,0,3,3.51,0,
,,,,,11,27,1,23,4,1,0,3,3.01,1,
,,,,,12.8,27,1,23,3,1,0,3,4.81,0,
,,,,,12,27,1,23,5,1,0,3,4.01,2,
,,,,,15.45,27,1,23,3,1,0,3,7.46,0,
,,,,,12,27,1,23,4,1,0,3,4.01,1,
,,,,,21,27,1,23,5,1,0,3,13.01,2,
,,,,,24,27,1,23,4,1,0,3,16.01,1,
,,,,,18,27,1,23,3,1,0,3,10.01,0,
,,,,,10.5,27,1,23,3,1,0,3,2.51,0,
,,,,,10.5,27,1,23,4,1,0,3,2.51,1,
,,,,,15.5,27,1,23,4,1,0,3,7.51,1,
,,,,,18,27,1,23,4,1,0,3,10.01,1,
,,,,,17,27,1,23,4,1,0,3,9.01,1,
,,,,,11.89,27,1,23,4,1,0,3,3.9,1,
,,,,,3.5,29,1,10,3,1,0,3,0,0,
,,,,,6,29,1,10,5,1,0,3,2.5,2,
,,,,,5,29,1,10,4,1,0,3,1.5,1,
,,,,,11.3,29,1,10,4,1,0,3,7.8,1,
,,,,,22.7,29,1,10,5,1,0,3,19.2,2,
,,,,,7.5,29,1,10,4,1,0,3,4,1,
,,,,,4,29,1,10,4,1,0,3,0.5,1,
,,,,,11,29,1,10,3,1,0,3,7.5,0,
,,,,,6.75,29,1,10,4,1,0,3,3.25,1,
,,,,,8,29,1,10,4,1,0,3,4.5,1,
,,,,,8.24,30,1,3,3,1,0,3,0,0,
,,,,,11.8,30,1,3,2,1,0,3,3.56,-1,
,,,,,10.94,30,1,3,3,1,0,3,2.7,0,
,,,,,18,31,1,11,5,1,0,3,1.75,2,
,,,,,31.5,31,1,11,4,1,0,3,15.25,1,
,,,,,32.5,31,1,11,4,1,0,3,16.25,1,
,,,,,26.5,31,1,11,5,1,0,3,10.25,2,
,,,,,27,31,1,11,4,1,0,3,10.75,1,
,,,,,36,31,1,11,4,1,0,3,19.75,1,
,,,,,16.25,31,1,11,3,1,0,3,0,0,
,,,,,36.5,31,1,11,5,1,0,3,20.25,2,
,,,,,24,31,1,11,3,1,0,3,7.75,0,
,,,,,28,31,1,11,5,1,0,3,11.75,2,
,,,,,48.5,31,1,11,5,1,0,3,32.25,2,
,,,,,22,32,1,2,4,1,0,4,0,0,
,,,,,38,32,1,2,3,1,0,4,16,-1,
,,,,,25,33,1,7,4,1,0,2,13.5,2,
,,,,,32,33,1,7,3,1,0,2,20.5,1,
,,,,,46.95,33,1,7,4,1,0,2,35.45,2,
,,,,,11.5,33,1,7,2,1,0,2,0,0,
,,,,,23,33,1,7,4,1,0,2,11.5,2,
,,,,,18,33,1,7,3,1,0,2,6.5,1,
,,,,,26.5,33,1,7,6,1,0,2,15,4,
,,,,,14.95,34,1,33,5,1,0,5,11.99,0,
,,,,,7,34,1,33,5,1,0,5,4.04,0,
,,,,,9.5,34,1,33,4,1,0,5,6.54,-1,
,,,,,11.95,34,1,33,4,1,0,5,8.99,-1,
,,,,,45.25,34,1,33,3,1,0,5,42.29,-2,
,,,,,9.95,34,1,33,4,1,0,5,6.99,-1,
,,,,,9,34,1,33,5,1,0,5,6.04,0,
,,,,,27,34,1,33,5,1,0,5,24.04,0,
,,,,,21.9,34,1,33,4,1,0,5,18.94,-1,
,,,,,3.45,34,1,33,4,1,0,5,0.49,-1,
,,,,,23.64,34,1,33,3,1,0,5,20.68,-2,
,,,,,27,34,1,33,4,1,0,5,24.04,-1,
,,,,,14,34,1,33,4,1,0,5,11.04,-1,
,,,,,16,34,1,33,3,1,0,5,13.04,-2,
,,,,,3.2,34,1,33,3,1,0,5,0.24,-2,
,,,,,25,34,1,33,4,1,0,5,22.04,-1,
,,,,,12,34,1,33,4,1,0,5,9.04,-1,
,,,,,2.96,34,1,33,5,1,0,5,0,0,
,,,,,8.07,34,1,33,4,1,0,5,5.11,-1,
,,,,,10,34,1,33,3,1,0,5,7.04,-2,
,,,,,3.39,34,1,33,3,1,0,5,0.43,-2,
,,,,,12.28,34,1,33,4,1,0,5,9.32,-1,
,,,,,17,34,1,33,4,1,0,5,14.04,-1,
,,,,,13.99,34,1,33,5,1,0,5,11.03,0,
,,,,,16.85,34,1,33,5,1,0,5,13.89,0,
,,,,,17,34,1,33,4,1,0,5,14.04,-1,
,,,,,18.5,34,1,33,4,1,0,5,15.54,-1,
,,,,,4.71,34,1,33,4,1,0,5,1.75,-1,
,,,,,16.5,34,1,33,4,1,0,5,13.54,-1,
,,,,,7.5,34,1,33,4,1,0,5,4.54,-1,
,,,,,13.89,34,1,33,6,1,0,5,10.93,1,
,,,,,13.75,34,1,33,5,1,0,5,10.79,0,
