7.9969,7.4983,0.017877,6.8468,6.4966,0.035533,3.4283,3.8866,0
8.0762,6.8237,0.013085,7.0502,5.8158,0.030256,3.6324,3.5294,0
7.9696,7.4228,0.02049,7.1781,6.5334,0.040792,3.5789,3.9256,0
7.9249,7.6339,0.021104,6.6045,6.4606,0.043889,3.6861,4.2366,0
8.2701,8.1579,0.018764,7.3603,6.9142,0.063775,3.8043,4.423,0
8.3987,7.8299,0.020634,7.1303,6.6133,0.02854,3.5809,4.0287,0
8.2124,7.5296,0.017064,6.8555,6.1501,0.04788,3.4456,3.7174,0
8.5634,7.6453,0.022788,6.8861,6.3462,0.054881,3.4635,3.7671,0
8.0209,7.3831,0.022468,6.6655,6.2309,0.051206,3.7616,4.0605,0
8.103,7.0281,0.014113,6.9951,5.8192,0.036992,3.9969,4.0383,0
8.2331,7.2876,0.022188,6.9664,6.1855,0.041488,3.6965,4.0001,0
8.9438,8.3471,0.018675,8.1016,7.4877,0.030101,4.304,4.6227,0
8.4757,7.9602,0.021111,7.6284,6.8639,0.068631,3.3693,3.8049,0
7.4078,8.5183,0.017712,6.437,7.4181,0.037884,3.1169,4.4318,0
8.695,7.1553,0.020213,7.7602,5.9722,0.067773,3.6442,3.5629,0
8.4203,9.0016,0.018955,7.3698,7.4602,0.074722,3.5645,4.6005,0
8.3329,7.7874,0.017275,7.5319,6.5754,0.067776,3.8569,4.2533,0
8.334,7.7545,0.020758,7.325,6.6798,0.04732,3.2476,3.6359,0
8.5061,7.7489,0.017256,7.8105,6.6264,0.065547,3.9206,4.2633,0
7.9205,7.2685,0.018076,6.9305,6.2695,0.044481,3.535,3.9001,0
8.72,7.4121,0.020394,7.5361,6.0926,0.065467,3.5443,3.6431,0
8.0852,7.5289,0.017854,7.5543,6.8998,0.038153,4.1124,4.5327,0
8.4468,7.5294,0.023259,7.4497,6.1945,0.076095,3.5952,3.8066,0
8.2831,8.0196,0.022744,7.2407,6.8723,0.052341,3.6231,4.122,0
8.1419,8.5284,0.025371,7.2845,7.3293,0.047825,3.1074,3.8698,0
7.7027,7.3067,0.022549,6.6943,6.311,0.058673,3.1549,3.6273,0
8.6861,6.7444,0.026868,7.391,5.6614,0.036927,4.4209,4.0641,0
8.4812,7.1317,0.022728,7.4189,6.0259,0.056821,3.7474,3.7173,0
8.5365,7.2411,0.025362,7.3169,6.0642,0.057278,3.6732,3.7455,0
8.1111,7.8849,0.019783,7.0717,6.8039,0.048271,3.7476,4.3491,0
8.2585,7.8397,0.016822,7.0872,6.5422,0.055846,3.85,4.3357,0
8.3725,7.7518,0.01742,7.0413,6.541,0.033185,3.5484,3.845,0
8.4115,7.002,0.023533,6.8716,5.817,0.051677,3.2553,3.2654,0
8.5515,7.6605,0.022751,7.3942,6.5199,0.049968,3.4266,3.6888,0
8.9225,6.8236,0.027569,8.2757,6.2031,0.048027,3.3426,3.0658,0
8.2999,8.3071,0.018527,6.8387,6.3787,0.066313,3.4911,4.2577,0
8.8389,8.5079,0.02252,7.7545,7.6147,0.039906,4.2765,4.9043,0
8.1298,7.9888,0.031346,6.8402,6.2344,0.064479,3.4823,4.1172,0
8.5101,7.5489,0.019976,7.1247,6.2732,0.035253,3.7774,3.9132,0
7.9681,7.644,0.023697,6.9103,6.4003,0.061072,3.6258,4.0867,0
8.799,7.9486,0.022484,7.5812,6.8485,0.037965,3.6812,4.0359,0
8.0545,7.1657,0.023227,6.842,6.1378,0.039309,3.3327,3.5513,0
8.5637,7.6826,0.020624,7.7991,6.6999,0.059006,4.2282,4.5133,0
8.5619,7.6301,0.026165,7.4986,6.629,0.048699,3.7489,3.9564,0
8.2118,7.0071,0.031533,6.9909,5.9939,0.03765,3.6213,3.6644,0
7.9609,7.4073,0.015302,7.097,6.552,0.02915,3.7353,4.0968,0
8.1018,7.5231,0.016594,7.0495,6.4476,0.043603,3.5644,3.9199,0
8.8804,8.2428,0.022192,7.8121,7.1601,0.049864,3.8421,4.3003,0
8.3658,7.8028,0.019239,7.7501,6.916,0.036629,3.5839,3.9535,0
7.6878,7.9122,0.021341,6.4652,6.6778,0.043713,3.3402,4.1072,0
7.9481,7.2052,0.015907,7.1033,6.3235,0.042853,3.3668,3.5407,0
8.3323,7.2842,0.023969,6.8818,5.8266,0.037021,3.8252,3.9005,0
8.2581,7.6208,0.016547,6.8345,6.3389,0.028747,3.7126,4.043,0
8.5622,7.5861,0.02002,7.6656,6.469,0.057463,3.5234,3.7257,0
8.5849,7.7249,0.014138,7.4357,6.5685,0.030405,3.2167,3.4384,0
8.5425,7.4799,0.019489,7.2119,6.3678,0.037058,3.602,3.7638,0
7.1959,7.3365,0.019398,6.0742,6.1172,0.036793,3.2216,3.8256,0
7.7148,7.3684,0.016799,6.8369,6.4108,0.037589,3.7724,4.1844,0
8.5607,8.1506,0.01724,7.1697,6.8852,0.031153,3.5048,3.9205,0
8.1759,7.6955,0.014996,7.5709,6.8528,0.039841,4.0125,4.3987,0
8.7752,7.4354,0.021382,7.7414,6.3603,0.041297,3.9054,3.9409,0
8.2964,7.1987,0.022011,7.2416,6.1418,0.040543,3.8039,3.9101,0
7.4039,7.4688,0.019549,6.4848,6.4597,0.041897,3.4603,4.1162,0
8.6554,7.3772,0.015634,7.5877,6.2531,0.034445,4.0557,4.0315,0
8.3805,8.1459,0.017133,7.5279,7.1672,0.035349,3.7548,4.3084,0
8.1712,8.3067,0.020463,6.8523,6.8725,0.044147,3.9417,4.6764,0
8.2578,7.6117,0.018791,6.9024,6.3797,0.041034,3.4891,3.8189,0
8.5964,7.3136,0.019961,7.3431,6.1821,0.046979,3.8686,3.9005,0
8.4312,7.3228,0.017365,7.3897,6.0399,0.058655,3.9991,4.1109,0
9.0385,6.9531,0.023501,7.9248,5.7299,0.055811,4.1885,3.7984,0
8.1845,7.1855,0.021431,7.2018,6.0448,0.046176,4.1571,4.2463,0
8.9837,7.1771,0.026688,7.9479,6.4495,0.033771,3.5949,3.4854,0
8.4145,7.6964,0.027482,7.2692,6.3576,0.070775,3.671,4.1037,0
8.2452,7.6137,0.018537,7.3596,6.7096,0.037318,3.5069,3.8664,0
8.5011,7.0731,0.02684,7.516,6.3795,0.036046,3.6276,3.6186,0
9.4194,7.5783,0.023913,7.942,6.4837,0.041225,3.9776,3.8662,0
8.2373,7.5721,0.019726,7.4306,6.6626,0.060709,3.49,3.8257,0
8.22,7.0111,0.019701,6.8536,5.7092,0.03566,3.7652,3.8346,0
8.6453,7.4762,0.021369,7.4422,6.2737,0.057397,3.8344,3.9376,0
8.1419,7.775,0.020011,7.0804,6.5517,0.069968,3.7211,4.2786,0
8.9685,7.9267,0.020331,7.9395,6.8719,0.037807,3.7693,3.9041,0
7.9689,7.7566,0.020595,7.0641,6.4195,0.070811,3.7239,4.3241,0
8.511,7.7493,0.020282,7.2389,6.6152,0.040684,3.5301,3.9031,0
8.5746,7.9184,0.018866,7.3003,6.6886,0.039092,3.8431,4.2407,0
8.6514,7.3982,0.017313,7.4581,6.245,0.04084,4.1289,4.1546,0
